Fishery,ADFG,Set_Date,District,Hauls,Dredge_Hrs,Est_Round_Wt,Meat_Wt,Sample_Hrs,Tanner_Count,Opilio_Count,Dungeness_Count,Halibut_Count,Discard_Count,Discard_Weight,Broken_Weight,Rem_Disc_Wt,Clapper_Count,King_Count
"DS09",32554,"07-01-2009","YAK",15,23.99,10857.8,690.02,2.00,0,0,0,0,348,102,68,101,22,0
"DS09",32554,"07-02-2009","YAK",18,30.00,18463.3,720.00,3.25,4,0,0,0,531,151,65,180,16,0
"DS09",32554,"07-03-2009","YAK",3,6.50,3552.6,570.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"07-04-2009","YAK",16,25.18,18763.4,600.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"07-05-2009","YAK",20,29.33,18413.4,1260.00,3.00,13,0,0,0,256,98,123,567,27,0
"DS09",32554,"07-06-2009","YAK",19,30.33,22616.4,1740.01,0.75,3,0,0,0,47,26,22,121,3,0
"DS09",32554,"07-07-2009","YAK",23,35.34,23266.8,1440.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"07-08-2009","YAK",20,31.16,19313.8,1380.01,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"07-09-2009","YAK",23,34.00,19364.1,1320.01,1.50,13,0,0,0,184,53,45,246,6,0
"DS09",32554,"07-10-2009","YAK",23,31.58,18563.5,1170.00,2.25,20,0,0,0,171,56,92,599,24,0
"DS09",32554,"07-11-2009","YAK",21,34.66,22316.2,1200.00,3.00,190,0,0,2,507,153,59,958,52,0
"DS09",32554,"07-12-2009","YAK",20,30.00,15861.3,1260.01,2.33,105,0,0,2,449,139,26,453,7,0
"DS09",32554,"07-13-2009","YAK",25,32.66,18063.1,1290.01,2.51,26,0,0,1,512,170,52,616,42,0
"DS09",32554,"07-14-2009","YAK",22,33.49,21165.3,1290.00,2.25,12,0,0,0,262,87,72,332,21,0
"DS09",32554,"07-15-2009","YAK",21,31.49,19964.3,1350.00,3.75,11,0,1,0,466,170,77,400,19,0
"DS09",32554,"07-16-2009","YAK",22,33.33,21115.5,1050.01,4.00,13,0,0,0,599,193,56,580,46,0
"DS09",32554,"07-17-2009","YAK",21,32.00,23567.0,1799.98,3.41,48,0,0,0,475,148,50,599,24,0
"DS09",32554,"07-18-2009","YAK",19,28.83,18363.3,1859.99,3.75,13,0,0,1,501,165,92,374,20,0
"DS09",32554,"07-22-2009","D16",1,1.33,38.5,0.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"07-23-2009","D16",23,31.01,7114.5,360.00,1.58,4,0,0,0,303,71,28,290,33,0
"DS09",32554,"07-24-2009","D16",8,10.33,4653.5,253.00,0.75,0,0,0,0,94,25,22,142,12,0
"DS09",32554,"07-24-2009","YAK",15,21.83,11158.2,466.99,2.25,8,0,0,1,118,53,54,18,5,0
"DS09",32554,"07-25-2009","YAK",21,33.17,19013.7,1349.98,4.00,11,0,0,1,436,135,64,304,34,0
"DS09",32554,"07-26-2009","YAK",21,33.50,21515.7,1320.02,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"07-27-2009","YAK",18,26.99,16862.1,1350.01,3.67,48,0,2,2,500,165,45,764,17,0
"DS09",32554,"07-28-2009","YAK",18,29.49,16762.2,1410.00,4.17,9,0,0,0,363,119,83,236,9,0
"DS09",32554,"07-29-2009","YAK",20,29.49,21415.6,1770.02,2.67,1,0,0,0,329,80,112,0,2,0
"DS09",32554,"07-30-2009","YAK",17,30.00,20715.0,1800.00,3.25,0,0,0,0,358,115,94,278,6,0
"DS09",32554,"07-31-2009","YAK",12,19.17,12859.3,1440.01,1.00,7,0,0,0,133,35,21,6,1,0
"DS09",32554,"08-01-2009","YAK",13,16.66,8806.5,299.99,2.50,4,0,0,0,337,96,106,121,12,0
"DS09",32554,"08-02-2009","YAK",24,36.33,22966.7,1740.00,3.75,2,0,0,0,310,108,147,117,16,0
"DS09",32554,"08-03-2009","YAK",24,34.17,18063.0,1440.00,3.75,14,0,0,0,601,141,127,14,12,0
"DS09",32554,"08-04-2009","YAK",26,35.15,16361.7,1079.98,3.34,4,0,0,0,597,132,94,61,19,0
"DS09",32554,"08-05-2009","YAK",24,35.67,21115.3,1650.02,3.00,1,0,0,0,224,70,128,40,23,0
"DS09",32554,"08-06-2009","YAK",24,35.34,20014.5,1440.00,3.75,5,0,0,0,422,118,151,98,19,0
"DS09",32554,"08-07-2009","YAK",25,35.99,14260.3,1319.98,3.50,0,0,1,0,335,101,63,7,24,0
"DS09",32554,"08-08-2009","YAK",23,34.50,21565.5,1740.02,3.00,6,0,0,0,564,158,71,364,11,0
"DS09",32554,"08-09-2009","YAK",24,36.00,20314.6,1649.98,3.00,10,0,0,0,749,161,69,41,8,0
"DS09",32554,"08-10-2009","YAK",24,35.66,19564.2,1680.00,3.75,3,0,0,0,717,164,109,170,8,0
"DS09",32554,"08-11-2009","YAK",23,35.32,17912.9,1440.01,3.42,43,0,0,1,746,175,41,404,1,0
"DS09",32554,"08-12-2009","YAK",1,1.50,1000.7,25.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"08-13-2009","YAK",2,2.33,1851.4,0.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"08-14-2009","YAK",23,35.50,13309.8,840.02,3.00,2,0,0,0,500,153,61,156,13,0
"DS09",32554,"08-15-2009","YAK",23,35.50,17262.7,1410.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"08-16-2009","YAK",23,37.00,17863.0,1290.00,1.75,0,0,0,2,181,52,51,253,6,0
"DS09",32554,"08-17-2009","YAK",22,34.50,17562.8,1260.04,3.00,2,0,0,0,611,161,60,249,13,0
"DS09",32554,"08-18-2009","YAK",24,35.83,21515.8,1440.00,3.75,2,0,0,0,508,147,124,440,27,0
"DS09",32554,"08-19-2009","YAK",24,34.84,19514.2,1979.97,3.00,12,0,0,1,621,170,50,586,13,0
"DS09",32554,"08-20-2009","YAK",26,35.35,18213.4,1440.01,2.33,4,0,0,0,512,156,70,325,13,0
"DS09",32554,"08-21-2009","YAK",24,34.99,18763.7,1080.00,3.67,0,0,0,0,565,163,120,26,53,0
"DS09",32554,"08-22-2009","YAK",24,35.67,21015.3,1800.01,3.75,2,0,0,0,720,196,87,80,18,0
"DS09",32554,"08-23-2009","YAK",24,36.00,18663.5,1440.02,3.00,0,0,0,0,492,135,88,171,13,0
"DS09",32554,"08-24-2009","YAK",21,24.33,11808.6,720.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"08-25-2009","YAK",23,33.67,24717.9,1799.98,3.00,1,0,0,0,242,87,121,11,9,0
"DS09",32554,"08-26-2009","YAK",21,38.34,17162.5,1440.01,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"08-27-2009","YAK",16,28.34,14860.7,1679.98,2.75,0,0,0,0,132,43,89,123,5,0
"DS09",32554,"08-28-2009","YAK",4,8.00,2752.0,0.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"08-29-2009","YAK",19,36.82,18913.5,1080.00,1.92,1,0,0,0,83,31,81,69,2,0
"DS09",32554,"08-30-2009","YAK",23,35.66,17412.5,1800.02,3.75,2,0,0,1,324,101,127,92,5,0
"DS09",32554,"08-31-2009","YAK",24,35.34,20014.2,1740.00,3.75,0,0,0,1,331,106,122,18,8,0
"DS09",32554,"09-01-2009","YAK",24,35.83,19314.0,1380.03,3.75,3,0,0,1,218,63,128,84,9,0
"DS09",32554,"09-02-2009","YAK",24,35.66,21265.3,1799.99,3.67,1,0,0,1,280,100,141,28,9,0
"DS09",32554,"09-03-2009","YAK",16,24.16,13810.0,1355.02,2.50,1,0,0,0,129,43,58,0,4,0
"DS09",32554,"09-06-2009","YAK",18,26.92,17612.8,720.01,3.75,2,0,0,0,293,94,130,41,13,0
"DS09",32554,"09-07-2009","YAK",24,36.00,19664.2,1739.96,3.00,0,0,0,1,161,47,63,0,10,0
"DS09",32554,"09-08-2009","YAK",22,37.33,17162.5,1320.01,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"09-09-2009","YAK",22,35.25,19063.7,1259.98,0.75,0,0,0,2,53,18,31,64,0,0
"DS09",32554,"09-10-2009","YAK",4,7.00,2201.6,695.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"09-12-2009","YAK",8,16.00,6955.0,0.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",32554,"09-13-2009","YAK",23,35.66,17112.1,1440.03,3.75,1,0,0,2,107,29,105,0,11,0
"DS09",32554,"09-14-2009","YAK",24,34.75,21015.1,1289.99,3.00,1,0,0,0,201,69,102,36,23,0
"DS09",32554,"09-15-2009","YAK",24,35.49,20815.0,1799.98,3.67,3,0,0,1,271,96,142,0,17,0
"DS09",32554,"09-16-2009","YAK",20,37.49,14160.1,1080.03,4.00,0,0,0,2,200,64,71,12,8,0
"DS09",32554,"09-17-2009","YAK",16,29.49,10157.2,1079.96,1.75,0,0,0,0,78,27,79,61,4,0
"DS09",32554,"09-18-2009","YAK",2,3.00,1451.0,110.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"07-04-2009","D16",10,17.65,5114.8,272.99,0.75,1,0,0,0,69,19,38,357,42,0
"DS09",40924,"07-04-2009","YAK",3,5.66,4002.9,387.01,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"07-05-2009","YAK",15,29.50,17763.0,990.00,4.92,1,0,0,0,298,125,185,739,42,0
"DS09",40924,"07-06-2009","YAK",17,33.49,17312.8,1229.98,4.17,4,0,0,0,398,127,109,679,21,0
"DS09",40924,"07-07-2009","YAK",6,11.67,6104.4,450.00,1.00,2,0,0,0,79,29,29,142,0,0
"DS09",40924,"07-08-2009","YAK",17,29.69,17162.5,1110.00,3.50,39,0,0,0,350,103,81,53,53,0
"DS09",40924,"07-09-2009","YAK",18,33.34,16111.7,1169.98,3.83,2,0,0,1,388,111,103,397,20,0
"DS09",40924,"07-10-2009","YAK",22,35.84,17312.7,1170.01,2.50,0,0,0,0,476,134,44,1348,5,0
"DS09",40924,"07-11-2009","YAK",20,34.69,18013.1,1200.01,2.66,4,0,0,0,337,102,79,981,21,0
"DS09",40924,"07-12-2009","YAK",21,33.93,16161.7,1199.98,2.50,52,0,0,0,338,103,56,625,19,0
"DS09",40924,"07-13-2009","YAK",21,30.84,16612.1,1199.99,2.25,2,0,0,0,316,104,58,293,7,0
"DS09",40924,"07-14-2009","YAK",22,32.01,12909.4,960.01,2.33,8,0,0,0,241,57,41,311,16,0
"DS09",40924,"07-15-2009","YAK",23,33.65,14110.1,840.00,2.09,3,0,0,0,207,61,68,637,38,0
"DS09",40924,"07-16-2009","YAK",22,30.33,11007.9,870.01,2.25,0,0,0,0,197,72,95,714,41,0
"DS09",40924,"07-17-2009","YAK",24,36.84,25018.3,1200.00,2.25,0,0,0,0,125,50,111,163,17,0
"DS09",40924,"07-18-2009","YAK",19,29.68,15961.8,1200.00,3.16,1,0,0,1,207,86,124,510,37,0
"DS09",40924,"07-21-2009","YAK",6,8.83,3902.8,253.00,0.92,0,0,0,0,85,30,32,62,2,0
"DS09",40924,"07-22-2009","YAK",7,10.67,4052.9,347.01,2.33,0,0,0,0,137,39,86,109,24,0
"DS09",40924,"07-23-2009","YAK",20,34.00,18963.5,1200.00,3.42,1,0,0,3,211,71,91,166,22,0
"DS09",40924,"07-24-2009","YAK",22,35.66,24417.5,1199.97,2.25,1,0,0,0,261,76,84,355,24,0
"DS09",40924,"07-25-2009","YAK",21,32.01,18113.1,1200.00,3.08,3,0,0,0,303,101,119,472,109,0
"DS09",40924,"07-26-2009","YAK",21,34.50,17012.3,1499.99,3.34,1,0,0,0,310,101,113,778,26,0
"DS09",40924,"07-27-2009","YAK",23,35.51,18463.6,1529.99,3.00,10,0,0,0,208,67,89,249,36,0
"DS09",40924,"07-28-2009","YAK",25,35.74,17262.7,1199.99,2.75,3,0,0,0,184,67,97,254,40,0
"DS09",40924,"07-29-2009","YAK",26,37.47,20264.9,1530.00,2.92,33,0,0,1,483,145,72,402,22,0
"DS09",40924,"07-30-2009","YAK",20,27.34,15060.9,1199.99,2.17,12,0,0,1,194,63,102,63,22,0
"DS09",40924,"07-31-2009","YAK",23,34.84,19614.5,1560.00,3.24,0,0,0,0,210,98,120,213,19,0
"DS09",40924,"08-01-2009","YAK",24,36.34,19814.3,1680.00,3.00,0,0,0,0,288,107,110,83,22,0
"DS09",40924,"08-02-2009","YAK",23,31.91,14710.7,1080.03,3.16,3,0,0,0,317,108,92,39,11,0
"DS09",40924,"08-03-2009","YAK",24,34.50,18413.3,1140.01,3.08,3,0,0,0,359,113,106,85,20,0
"DS09",40924,"08-04-2009","YAK",24,35.15,15461.4,1200.01,3.17,1,0,0,0,245,87,123,152,12,0
"DS09",40924,"08-05-2009","YAK",24,33.15,15761.4,1199.98,2.83,1,0,0,0,273,88,100,22,15,0
"DS09",40924,"08-06-2009","YAK",25,35.50,17612.9,1199.98,2.75,0,0,0,0,20,8,137,125,84,0
"DS09",40924,"08-07-2009","YAK",26,36.48,19814.5,1199.97,2.33,1,0,0,0,62,28,116,57,42,0
"DS09",40924,"08-08-2009","YAK",25,34.15,18063.1,1200.02,2.75,6,0,0,0,571,137,87,292,19,0
"DS09",40924,"08-09-2009","YAK",4,5.50,3902.8,189.99,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"08-10-2009","YAK",23,33.99,24367.6,1969.96,2.17,0,0,0,0,25,22,112,0,39,0
"DS09",40924,"08-11-2009","YAK",23,35.34,23266.8,1155.01,0.83,0,0,0,0,22,10,37,0,18,0
"DS09",40924,"08-12-2009","YAK",1,1.00,900.7,45.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"08-14-2009","YAK",16,24.50,9056.7,1375.00,3.00,0,0,0,0,269,90,71,21,5,0
"DS09",40924,"08-15-2009","YAK",23,35.84,14860.5,1110.01,1.83,0,0,0,0,84,46,56,58,3,0
"DS09",40924,"08-16-2009","YAK",10,15.84,7605.6,419.99,0.75,1,0,0,0,132,34,24,173,5,0
"DS09",40924,"08-17-2009","YAK",22,34.35,17462.7,1200.00,3.08,2,0,0,0,666,170,70,346,16,0
"DS09",40924,"08-18-2009","YAK",6,8.83,5103.7,409.98,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"08-20-2009","D16",23,36.34,9191.3,929.97,3.25,4,0,0,0,292,81,136,401,66,0
"DS09",40924,"08-21-2009","D16",22,32.83,12268.3,1079.98,2.92,12,0,0,1,420,109,137,1057,74,0
"DS09",40924,"08-22-2009","D16",22,33.69,13037.4,1200.03,2.58,16,0,0,2,307,83,151,873,102,0
"DS09",40924,"08-23-2009","D16",22,27.75,6653.3,630.00,2.83,1,0,0,2,414,121,92,145,40,0
"DS09",40924,"08-24-2009","D16",21,29.99,8807.1,930.01,3.00,1,0,0,1,138,43,137,298,79,0
"DS09",40924,"08-25-2009","D16",19,27.84,12229.6,1110.01,2.25,4,0,0,0,171,46,103,293,55,0
"DS09",40924,"08-26-2009","D16",21,30.01,11191.4,930.00,2.58,6,0,1,0,110,44,126,463,148,0
"DS09",40924,"08-27-2009","D16",14,21.34,4461.2,390.00,1.58,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"08-29-2009","D16",8,12.17,2038.3,299.99,1.58,17,0,0,1,19,5,58,248,78,0
"DS09",40924,"08-30-2009","D16",21,30.76,9268.1,914.96,3.00,8,0,0,2,274,61,111,367,144,0
"DS09",40924,"08-30-2009","YAK",1,0.83,600.4,45.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"08-31-2009","D16",23,34.49,9614.5,1020.00,3.00,5,0,0,0,572,111,118,419,97,0
"DS09",40924,"09-01-2009","D16",24,34.92,8883.7,810.01,3.00,10,0,1,1,497,103,112,419,91,0
"DS09",40924,"09-02-2009","D16",17,26.34,5961.0,659.98,1.42,0,0,0,2,218,58,59,139,40,0
"DS09",40924,"09-03-2009","YAK",22,32.67,14560.6,1199.98,3.00,7,0,1,0,276,83,97,101,16,0
"DS09",40924,"09-04-2009","YAK",24,35.84,15761.4,930.01,3.00,0,0,0,1,40,39,97,0,15,0
"DS09",40924,"09-05-2009","YAK",3,4.50,2551.8,630.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"09-06-2009","YAK",14,21.18,7755.7,840.02,3.16,0,0,0,0,115,43,111,7,19,0
"DS09",40924,"09-07-2009","YAK",22,32.49,19664.3,1680.00,2.17,0,0,0,0,133,53,70,0,46,0
"DS09",40924,"09-08-2009","YAK",21,31.65,17162.6,1620.00,2.76,0,0,0,1,240,82,113,35,25,0
"DS09",40924,"09-09-2009","YAK",23,35.00,13760.2,1170.03,2.25,4,0,0,0,255,80,48,78,24,0
"DS09",40924,"09-10-2009","YAK",1,1.50,300.2,26.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"09-12-2009","YAK",4,6.00,2751.9,270.00,1.50,1,0,0,0,135,40,71,27,26,0
"DS09",40924,"09-13-2009","YAK",23,34.84,19564.1,1829.98,3.08,1,0,0,0,187,71,69,9,18,0
"DS09",40924,"09-14-2009","YAK",23,35.52,17662.8,1440.00,3.08,0,0,0,0,403,131,95,256,28,0
"DS09",40924,"09-15-2009","YAK",24,35.99,18113.2,1529.99,2.92,0,0,0,1,469,143,85,347,27,0
"DS09",40924,"09-16-2009","YAK",22,33.67,16712.0,1710.07,3.25,0,0,1,2,209,74,103,80,69,0
"DS09",40924,"09-17-2009","YAK",23,33.42,15110.9,1620.03,2.33,0,0,1,1,180,69,55,317,7,0
"DS09",40924,"09-18-2009","YAK",23,35.16,15611.5,1200.01,2.33,0,0,0,0,346,110,71,124,32,0
"DS09",40924,"09-19-2009","YAK",23,35.67,17713.1,1470.02,3.16,3,0,0,0,559,174,78,926,32,0
"DS09",40924,"09-20-2009","YAK",7,11.00,5103.9,420.01,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"09-22-2009","YAK",16,23.84,12158.8,1049.98,2.33,1,0,0,0,419,132,49,467,11,0
"DS09",40924,"09-23-2009","YAK",22,34.85,16311.9,1200.00,2.25,0,0,0,1,383,119,49,706,19,0
"DS09",40924,"09-24-2009","YAK",16,22.32,7305.3,730.00,0,0,0,0,0,0,0,0,0,0,0
"DS09",40924,"09-25-2009","YAK",7,10.32,3402.5,230.00,0,0,0,0,0,0,0,0,0,0,0
"ES09",32554,"09-19-2009","EKI",12,18.83,10541.6,300.01,3.58,0,0,0,0,83,39,83,0,9,0
"ES09",32554,"09-20-2009","EKI",7,14.82,8382.0,1085.01,1.17,0,0,0,0,3,1,9,0,2,0
"ES09",32554,"09-21-2009","WKI",3,6.33,1687.9,0.00,0,0,0,0,0,0,0,0,0,0,0
"ES09",32554,"09-22-2009","WKI",16,21.33,16878.9,689.99,2.75,14,0,0,0,252,69,137,385,105,0
"ES09",32554,"09-23-2009","WKI",15,21.84,21441.1,1710.00,2.83,14,0,0,0,323,92,115,1331,164,0
