Fishery,ADFG,Set_Date,District,Hauls,Dredge_Hrs,Est_Round_Wt,Meat_Wt,Sample_Hrs,Tanner_Count,Opilio_Count,Dungeness_Count,Halibut_Count,Discard_Count,Discard_Weight,Broken_Weight,Rem_Disc_Wt,Clapper_Count,King_Count
"DS12",40924,"07-30-2012","YAK",15,23.18,8231.8,870.01,3.25,1,0,0,0,146,32,34,0,11,0
"DS12",40924,"07-31-2012","YAK",23,34.18,17851.4,1200.00,3.99,1,0,0,0,554,141,69,131,21,0
"DS12",40924,"08-01-2012","YAK",23,36.37,21010.2,1560.03,3.08,2,0,0,0,659,132,53,40,17,0
"DS12",40924,"08-02-2012","YAK",18,27.66,15841.3,1140.00,2.25,2,0,0,0,732,124,37,103,21,0
"DS12",40924,"08-03-2012","YAK",23,37.51,18138.5,1200.00,4.00,3,0,0,0,735,139,76,86,27,0
"DS12",40924,"08-04-2012","YAK",22,35.16,5790.9,390.02,3.67,1,0,0,0,558,98,21,0,8,0
"DS12",40924,"08-05-2012","YAK",22,33.37,13304.7,1170.01,3.99,7,0,1,0,1271,210,58,536,45,0
"DS12",40924,"08-06-2012","YAK",25,37.50,16798.5,1200.00,0,0,0,0,0,0,0,0,0,0,0
"DS12",40924,"08-07-2012","YAK",22,35.16,21393.0,1710.02,4.17,206,0,0,1,1335,243,47,1112,14,0
"DS12",40924,"08-08-2012","YAK",24,38.18,20435.9,1620.03,3.32,85,0,1,3,1009,179,37,440,13,0
"DS12",40924,"08-09-2012","YAK",24,36.83,18760.7,1709.99,3.92,33,0,0,0,1163,228,45,1221,11,0
"DS12",40924,"08-10-2012","YAK",25,39.02,18952.1,2220.01,4.24,43,0,0,4,1123,209,78,946,22,0
"DS12",40924,"08-11-2012","YAK",28,34.98,16511.4,1590.00,3.26,3,0,0,0,1198,238,60,729,3,0
"DS12",40924,"08-12-2012","D16",9,9.00,2261.1,200.00,0.50,0,0,0,0,26,6,19,0,6,0
"DS12",40924,"08-12-2012","YAK",17,23.16,10576.8,899.99,1.50,0,0,0,1,289,57,34,45,15,0
"DS12",40924,"08-13-2012","D16",30,33.61,9406.2,1419.99,2.91,16,0,0,0,61,14,29,0,1,0
"DS12",40924,"08-14-2012","D16",24,34.48,13702.4,1379.98,3.17,5,0,0,1,516,106,112,129,17,0
"DS12",40924,"08-15-2012","YAK",21,26.66,9045.3,729.97,2.50,0,0,0,2,268,47,29,0,4,0
"DS12",40924,"08-18-2012","YAK",15,19.67,5599.5,570.00,3.50,0,0,0,0,467,95,82,76,108,0
"DS12",40924,"08-19-2012","YAK",27,38.49,12491.0,839.99,3.42,1,0,0,0,233,46,72,0,110,0
