Fishery,ADFG,Set_Date,District,Hauls,Dredge_Hrs,Est_Round_Wt,Meat_Wt,Sample_Hrs,Tanner_Count,Opilio_Count,Dungeness_Count,Halibut_Count,Discard_Count,Discard_Weight,Broken_Weight,Rem_Disc_Wt,Clapper_Count,King_Count
"DS19",40924,"08-07-2019","D",5,7.50,2030.7,75.02,0.75,0,0,0,0,24,7,19,0,1,0
"DS19",40924,"08-08-2019","D",21,32.38,15941.4,1034.99,3.91,0,0,0,0,715,148,97,13,23,0
"DS19",40924,"08-09-2019","D",21,32.36,17007.5,960.01,3.16,1,0,0,0,645,181,44,766,7,0
"DS19",40924,"08-10-2019","D",22,33.50,12793.5,930.01,3.75,0,0,0,0,622,163,49,142,15,0
"DS19",40924,"08-11-2019","D",19,30.03,20409.0,1469.98,2.41,0,0,0,0,300,71,82,112,51,0
"DS19",40924,"08-12-2019","D",16,26.36,19647.5,1410.01,3.33,0,0,0,0,458,88,111,205,117,0
"DS19",40924,"08-13-2019","D",20,32.37,20307.4,1500.00,3.33,0,0,0,0,319,79,138,111,134,0
"DS19",40924,"08-14-2019","D",15,24.69,17210.4,1439.99,3.08,2,0,0,0,677,130,93,362,86,0
"DS19",40924,"08-15-2019","D",18,29.38,16702.7,1169.99,2.41,3,0,0,0,528,101,70,252,48,0
"DS19",40924,"08-16-2019","D",14,23.20,17718.1,1200.00,2.50,0,0,0,0,456,118,55,298,25,0
"DS19",40924,"08-17-2019","D",18,30.05,17819.7,1500.03,4.24,0,0,0,0,326,99,143,101,22,0
"DS19",40924,"08-18-2019","D",18,29.88,22540.9,1200.00,2.49,0,0,0,0,212,61,64,97,21,0
"DS19",40924,"08-19-2019","D",13,21.20,17768.9,1530.01,2.25,0,0,0,0,244,71,78,85,53,0
"DS19",40924,"08-20-2019","D",4,6.34,7310.7,810.01,0,0,0,0,0,0,0,0,0,0,0
"DS19",40924,"08-22-2019","D",10,11.72,7513.8,480.01,1.58,0,0,0,0,137,42,66,446,40,0
"DS19",40924,"08-23-2019","D",20,18.22,13301.5,900.02,3.83,0,0,0,0,323,88,118,445,93,0
"DS19",40924,"08-24-2019","D",20,19.17,14875.2,1169.99,4.67,0,0,0,0,425,123,143,550,183,0
"DS19",40924,"08-25-2019","D",19,17.57,14672.2,1050.03,4.17,0,0,1,0,322,94,115,608,81,0
"DS19",40924,"08-26-2019","D",20,18.80,17565.9,1200.00,4.16,1,0,0,1,403,120,83,820,142,0
"DS19",40924,"08-27-2019","D",10,8.15,6802.9,680.00,0,0,0,0,0,0,0,0,0,0,0
