Fishery,ADFG,Set_Date,District,Hauls,Dredge_Hrs,Est_Round_Wt,Meat_Wt,Sample_Hrs,Tanner_Count,Opilio_Count,Dungeness_Count,Halibut_Count,Discard_Count,Discard_Weight,Broken_Weight,Rem_Disc_Wt,Clapper_Count,King_Count
"DS18",40924,"08-21-2018","D",10,17.00,6252.6,300.00,0.75,0,0,0,0,77,26,19,39,1,0
"DS18",40924,"08-22-2018","D",21,34.67,19552.3,1800.00,3.00,3,0,0,0,303,83,55,84,4,0
"DS18",40924,"08-23-2018","D",21,37.34,18969.7,1649.99,3.00,0,0,0,0,128,35,41,0,2,0
"DS18",40924,"08-24-2018","D",20,36.00,20029.1,1740.01,3.50,0,0,0,1,284,78,58,15,4,0
"DS18",40924,"08-25-2018","D",24,36.33,15896.4,1470.00,3.00,0,0,0,0,172,52,25,0,33,0
"DS18",40924,"08-26-2018","D",22,33.70,16850.0,1260.00,3.75,0,0,0,1,288,70,44,0,12,0
"DS18",40924,"08-27-2018","D",15,29.16,15684.4,1630.00,3.00,1,0,0,0,236,60,49,57,2,0
"DS18",40924,"08-30-2018","D",16,26.02,13776.9,1079.99,2.58,0,0,0,0,368,89,32,92,7,0
"DS18",40924,"08-31-2018","D",20,32.84,21089.2,1680.02,3.34,0,0,0,1,353,102,42,80,14,0
"DS18",40924,"09-01-2018","D",23,35.84,16426.1,1620.01,3.25,0,0,0,0,95,26,32,13,12,0
"DS18",40924,"09-02-2018","D",19,35.33,12558.3,989.99,4.00,1,0,0,0,245,58,21,15,1,0
"DS18",40924,"09-03-2018","D",18,27.52,16956.1,1200.00,2.33,0,0,0,0,254,70,57,83,1,0
"DS18",40924,"09-04-2018","D",18,27.66,22095.9,1799.98,1.67,0,0,1,0,184,54,42,64,1,0
"DS18",40924,"09-05-2018","D",16,25.34,21354.2,2339.99,3.25,0,0,0,0,250,74,77,91,2,0
"DS18",40924,"09-06-2018","D",18,28.52,21671.9,2189.99,3.08,0,0,1,0,194,61,65,0,1,0
"DS18",40924,"09-07-2018","D",3,4.67,2384.5,400.00,0,0,0,0,0,0,0,0,0,0,0
"DS18",40924,"09-12-2018","D",1,1.83,1377.7,0.00,0,0,0,0,0,0,0,0,0,0,0
"DS18",40924,"09-13-2018","D",15,26.33,18492.7,1200.00,1.67,0,0,0,0,247,58,26,4,6,0
"DS18",40924,"09-14-2018","D",8,15.49,17909.7,1740.00,2.00,1,0,0,0,238,64,21,117,6,0
"DS18",40924,"09-15-2018","D",10,17.67,19393.6,1709.99,1.75,0,0,0,0,174,49,41,15,1,0
"DS18",40924,"09-16-2018","D",15,23.69,21459.8,1680.02,2.49,0,0,0,1,263,81,50,58,0,0
"DS18",40924,"09-17-2018","D",11,18.00,16214.2,1800.01,1.66,0,0,1,2,106,31,54,77,2,0
"DS18",40924,"09-18-2018","D",12,21.68,18598.7,1680.01,1.58,0,0,0,0,78,21,58,129,6,0
"DS18",40924,"09-19-2018","D",10,18.34,18227.8,1799.99,1.92,0,0,0,0,212,60,34,47,6,0
"DS18",40924,"09-20-2018","D",14,24.80,19393.5,1679.99,2.76,0,0,0,1,212,57,72,24,3,0
"DS18",40924,"09-21-2018","D",16,29.30,20718.1,1770.00,1.84,0,0,0,0,183,51,32,26,0,0
"DS18",40924,"09-22-2018","D",12,22.15,17380.1,1649.99,1.84,0,0,0,0,156,41,57,98,0,0
"DS18",40924,"09-23-2018","D",15,26.66,19605.5,1543.01,2.59,2,0,0,1,211,57,77,170,0,0
"DS18",40924,"09-24-2018","D",11,20.15,15737.4,1590.01,1.84,0,0,0,0,270,57,45,177,0,0
"DS18",40924,"09-25-2018","D",12,21.49,18969.5,1590.00,1.75,0,0,0,0,135,37,47,164,1,0
"DS18",40924,"09-26-2018","D",11,20.64,17009.2,1620.01,1.92,0,0,0,1,187,50,43,172,0,0
"DS18",40924,"09-27-2018","D",10,18.47,16479.1,1559.99,1.84,0,0,0,1,149,42,50,358,0,0
