Sort,YEAR,PROJECT_CODE,SURVEY_AREA,BED,STATION_ID,STATION_TYPE,DATE_SET,VESSEL_NAME,SPECIES_CODE,SEX_CODE,CONDITION_CODE,SCAL_SIZE_CLASS,SHELL_HEIGHT_MM,SCALLOP_MATURITY_CODE,SCAL_GONAD_COND,AGE_STRUCTURE_COLLECTED,AGE_STRUCTURE_TYPE_CODE,WEIGHT_KG,MEAT_WEIGHT_GRAMS,EPIBIONT_WEIGHT_GRAMS,MUD_BLISTER_CODE,OTHER_WORM_CODE,MEAT_CONDITION,D1,D2,D3,SAMPLER,FIRST_ANNULUS_FIELD,FIELD_AGE,FIELD_AGER,AGE_ESTIMATED,Event_ID,Scallop_Number,Age 1,Age 1 First Ann,Age 1 Readability,Age 1 Cmts,Ager 1,Age 1 Date,Age 2,Age 2 First Ann,Age 2 Readability,Age 2 Cmts,Ager 2,Age 2 Date,QC_Comments,Need_Resolving,Resolved_Age,Resolved_Age_QC,Date_Resolved,Released_Age
4026,2017,D08,Yakutat Scallop Dredge,YAK4,FF 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,59,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08079,14,1,32,9,,Carla Milburn,4/4/2018 0:00,,,9,,,,,,,,,1
4027,2017,D08,Yakutat Scallop Dredge,YAK4,FF 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,70,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08079,15,2,31,9,,Carla Milburn,4/4/2018 0:00,,,9,,,,,,,,,2
4028,2017,D08,Yakutat Scallop Dredge,YAK4,FF 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,78,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08079,16,2,28,9,,Carla Milburn,4/4/2018 0:00,,,9,,,,,,,,,2
4029,2017,D08,Yakutat Scallop Dredge,YAK4,FF 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,77,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08079,17,2,35,9,,Carla Milburn,4/4/2018 0:00,,,9,,,,,,,,,2
4030,2017,D08,Yakutat Scallop Dredge,YAK4,FF 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,96,,4,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08079,18,4,17,9,,Carla Milburn,4/4/2018 0:00,,,9,,,,,,,,,4
4031,2017,D08,Yakutat Scallop Dredge,YAK4,FF 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,99,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08079,19,4,19,9,,Carla Milburn,4/4/2018 0:00,,,9,,,,,,,,,4
4032,2017,D08,Yakutat Scallop Dredge,YAK4,FF 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,95,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08079,20,4,25,9,,Carla Milburn,4/4/2018 0:00,,,9,,,,,,,,,4
4033,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,1,108,,4,1,TopShell,0.1,10.47,,0,0,G,A,,,RMB,,,,,2017D08080,1,8,33,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4034,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,1,121,,4,1,TopShell,0.15,17.17,,0,0,G,B,,,RMB,,,,,2017D08080,2,11,36,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,11
4035,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,1,115,,3,1,TopShell,0.12,11.67,,0,0,G,A,,,RMB,,,,,2017D08080,3,9,30,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4036,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,1,104,,4,1,TopShell,0.11,10.47,,0,0,G,A,,,RMB,,,,,2017D08080,4,8,26,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4037,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,1,106,,4,1,TopShell,0.1,12.97,,0,0,G,A,,,RMB,,,,,2017D08080,5,7,33,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4038,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,1,105,,3,1,TopShell,0.1,11.57,,0,0,G,A,,,RMB,,,,,2017D08080,6,8,26,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4039,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,1,120,,4,1,TopShell,0.14,17.97,,0,0,G,B,,,RMB,,,,,2017D08080,7,7,29,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4040,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,1,132,,3,1,TopShell,0.2,19.97,,0,0,G,A,,,RMB,,,,,2017D08080,8,12,28,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,12
4041,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,1,112,,4,1,TopShell,0.11,11.57,,0,0,G,A,,,RMB,,,,,2017D08080,9,9,29,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4042,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,1,108,,3,1,TopShell,0.11,12.67,,0,0,G,A,,,RMB,,,,,2017D08080,10,8,25,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4043,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,2,96,,3,1,TopShell,0,,,0,0,G,B,,,RMB,,,,,2017D08080,11,6,17,9,,Carla Milburn,3/29/2018 0:00,6,16,9,or larger 1st?,Carla Milburn,,,,,,,6
4044,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,2,100,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,12,9,17,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4045,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,2,100,,3,1,TopShell,0,,,Q,0,G,G,,,RMB,,,,,2017D08080,13,7,29,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4046,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,2,91,,3,1,TopShell,0,,,0,0,G,B,,,RMB,,,,,2017D08080,14,6,27,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,6
4047,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,2,100,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,15,9,18,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4048,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,2,99,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,16,8,19,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4049,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,2,97,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,17,7,32,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4050,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,2,94,,3,1,TopShell,0,,,0,0,G,D,,,RMB,,,,,2017D08080,18,6,25,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,6
4051,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,1,1,2,94,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,19,8,30,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4052,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,2,1,2,86,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,20,5,24,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,5
4053,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,9,52,,124,,5,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,21,12,34,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,12
4054,2017,D08,Yakutat Scallop Dredge,YAK4,FG 590,Standard,5/14/2017 0:00,Provider,850,9,52,,136,,5,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08080,22,16,22,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,16
4055,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,1,124,,3,1,TopShell,0.13,12.27,,0,0,G,A,,,RMB,,,,,2017D08081,1,1,32,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,1
4056,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,1,111,,4,1,TopShell,0.11,11.17,,0,0,G,B,,,RMB,,,,,2017D08081,2,7,32,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4057,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,1,114,,3,1,TopShell,0.12,12.47,,0,0,G,A,,,RMB,,,,,2017D08081,3,10,28,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,10
4058,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,1,120,,3,1,TopShell,0.14,18.47,,0,0,G,A,,,RMB,,,,,2017D08081,4,9,18,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4059,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,1,123,,3,1,TopShell,0.15,16.47,,0,0,G,A,,,RMB,,,,,2017D08081,5,13,22,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,13
4060,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,1,126,,4,1,TopShell,0.15,12.97,,0,0,G,A,,,RMB,,,,,2017D08081,6,13,17,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,13
4061,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,1,104,,3,1,TopShell,0.11,10.77,,0,0,G,A,,,RMB,,,,,2017D08081,7,8,27,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4062,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,1,107,,3,1,TopShell,0.11,15.77,,0,0,G,A,,,RMB,,,,,2017D08081,8,7,35,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4063,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,1,109,,3,1,TopShell,0.11,12.57,,0,0,G,A,,,RMB,,,,,2017D08081,9,8,31,9,,Carla Milburn,3/29/2018 0:00,8,30,9,,Carla Milburn,,,,,,,8
4064,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,1,112,,3,1,TopShell,0.11,11.27,,Q,0,G,A,,,RMB,,,,,2017D08081,10,10,26,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,10
4065,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,98,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,11,7,18,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4066,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,92,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,12,5,27,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,5
4067,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,85,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,13,5,27,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,5
4068,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,85,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,14,4,27,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,4
4069,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,92,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,15,5,28,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,5
4070,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,96,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,16,7,20,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4071,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,1,1,2,83,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,17,6,22,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,6
4072,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,83,,3,1,TopShell,0,,,Q,0,G,G,,,RMB,,,,,2017D08081,18,5,25,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,5
4073,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,2,1,2,92,,3,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,19,5,20,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,5
4074,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,9,1,2,28,,0,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,20,1,20,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,1
4075,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,9,52,,125,,5,1,TopShell,0,,,0,0,G,B,D,,RMB,,,,,2017D08081,21,22,19,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,22
4076,2017,D08,Yakutat Scallop Dredge,YAK4,FH 591,Standard,5/14/2017 0:00,Provider,850,9,52,,121,,5,1,TopShell,0,,,0,0,G,A,,,RMB,,,,,2017D08081,22,12,32,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,12
4077,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,117,,4,1,TopShell,0.14,12.67,,0,0,G,A,,,JMB,,,,,2017D08082,1,8,22,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4078,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,119,,3,1,TopShell,0.16,13.67,,0,0,G,B,,,JMB,,,,,2017D08082,2,9,23,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4079,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,128,,4,1,TopShell,0.17,14.57,,0,0,G,A,,,JMB,,,,,2017D08082,3,10,24,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,10
4080,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,117,,3,1,TopShell,0.14,13.17,,0,0,G,A,,,JMB,,,,,2017D08082,4,9,20,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4081,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,124,,4,1,TopShell,0.18,16.47,,0,0,G,A,,,JMB,,,,,2017D08082,5,10,22,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,10
4082,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,126,,4,1,TopShell,0.15,14.17,,0,0,G,A,,,JMB,,,,,2017D08082,6,8,18,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4083,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,114,,3,1,TopShell,0.14,14.57,,0,0,G,A,,,JMB,,,,,2017D08082,7,,,9,"no shell, could exist in other bag‡.",Carla Milburn,3/29/2018 0:00,,,9,missing,Carla Milburn,,,,,,,0
4084,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,124,,4,1,TopShell,0.16,16.27,,0,0,G,A,,,JMB,,,,,2017D08082,8,8,23,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4085,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,125,,3,1,TopShell,0.18,16.57,,0,0,G,A,,,JMB,,,,,2017D08082,9,8,16,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4086,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,132,,3,1,TopShell,0.19,17.47,,0,0,G,A,,,JMB,,,,,2017D08082,10,8,20,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4087,2017,D08,Yakutat Scallop Dredge,YAK4,FG 593,Standard,5/14/2017 0:00,Provider,850,1,1,2,86,,3,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08082,11,4,26,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,4
4088,2017,D08,Yakutat Scallop Dredge,YAK4,FH 594,Standard,5/14/2017 0:00,Provider,850,2,1,1,130,,4,1,TopShell,0.18,15.07,,0,Q,G,B,,,JMB,,,,,2017D08083,1,8,21,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4089,2017,D08,Yakutat Scallop Dredge,YAK4,FH 594,Standard,5/14/2017 0:00,Provider,850,2,1,1,130,,4,1,TopShell,0.17,16.87,,0,0,G,A,,,JMB,,,,,2017D08083,2,9,26,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4090,2017,D08,Yakutat Scallop Dredge,YAK4,FH 594,Standard,5/14/2017 0:00,Provider,850,1,1,2,58,,0,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08083,11,3,17,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,3
4091,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,133,,4,1,TopShell,0.18,22.57,,0,0,G,B,,,JMB,,,,,2017D08084,1,18,18,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,18
4092,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,124,,3,1,TopShell,0.14,17.17,,0,0,G,B,,,JMB,,,,,2017D08084,2,8,15,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4093,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,142,,3,1,TopShell,0.19,21.37,,Q,S,G,B,,,JMB,,,,,2017D08084,3,15,28,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,15
4094,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,109,,4,1,TopShell,0.13,14.27,,0,0,G,A,,,JMB,,,,,2017D08084,4,7,35,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4095,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,112,,4,1,TopShell,0.12,14.87,,0,0,G,A,,,JMB,,,,,2017D08084,5,7,36,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4096,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,111,,3,1,TopShell,0.12,10.97,,0,0,G,A,,,JMB,,,,,2017D08084,6,7,18,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,7
4097,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,140,,4,1,TopShell,0.2,21.57,,0,0,G,B,,,JMB,,,,,2017D08084,7,24,15,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,24
4098,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,121,,3,1,TopShell,0.15,15.67,,0,0,G,B,,,JMB,,,,,2017D08084,8,8,19,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4099,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,2,1,1,110,,3,1,TopShell,0.11,14.97,,0,0,G,A,,,JMB,,,,,2017D08084,9,6,24,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,6
4100,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,1,1,1,123,,3,1,TopShell,0.17,20.07,,0,0,G,A,,,JMB,,,,,2017D08084,10,10,22,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,10
4101,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,2,1,2,97,,3,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08084,11,6,28,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,6
4102,2017,D08,Yakutat Scallop Dredge,YAK4,FI 593,Standard,5/14/2017 0:00,Provider,850,1,1,2,90,,4,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08084,12,3,32,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,3
4103,2017,D08,Yakutat Scallop Dredge,YAK4,FI 596,Standard,5/14/2017 0:00,Provider,850,9,1,2,37,,0,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08085,11,1,29,9,,Carla Milburn,3/29/2018 0:00,1,30,9,,Carla Milburn,,,,,,,1
4104,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,1,1,1,124,,3,1,TopShell,0.19,14.67,,0,0,G,B,D,,JMB,,,,,2017D08086,1,12,16,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,12
4105,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,2,1,1,122,,4,1,TopShell,0.16,13.67,,0,0,G,B,,,JMB,,,,,2017D08086,2,8,16,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4106,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,2,1,1,120,,3,1,TopShell,0.17,17.07,,0,0,G,A,,,JMB,,,,,2017D08086,3,8,27,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4107,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,1,1,1,131,,4,1,TopShell,0.18,13.27,,Q,0,W,B,,,JMB,,,,,2017D08086,4,9,16,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4108,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,2,1,1,136,,4,1,TopShell,0.22,19.07,,0,0,G,A,,,JMB,,,,,2017D08086,5,16,20,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,16
4109,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,1,1,1,118,,4,1,TopShell,0.15,13.87,,0,0,G,A,,,JMB,,,,,2017D08086,6,10,17,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,10
4110,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,2,1,1,120,,3,1,TopShell,0.15,16.27,,0,Q,G,A,,,JMB,,,,,2017D08086,7,8,17,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4111,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,2,1,1,124,,4,1,TopShell,0.18,17.17,,0,Q,G,A,,,JMB,,,,,2017D08086,8,9,34,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4112,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,1,1,1,118,,4,1,TopShell,0.15,13.77,,0,0,G,A,,,JMB,,,,,2017D08086,9,9,26,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,9
4113,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,2,1,1,121,,4,1,TopShell,0.13,15.57,,0,0,G,A,,,JMB,,,,,2017D08086,10,8,21,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,8
4114,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,1,1,2,87,,3,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08086,11,3,17,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,3
4115,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,9,1,2,52,,0,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08086,12,1,26,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,1
4116,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,9,1,2,35,,0,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08086,13,1,21,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,1
4117,2017,D08,Yakutat Scallop Dredge,YAK4,FJ 595,Standard,5/14/2017 0:00,Provider,850,9,1,2,34,,0,1,TopShell,0,,,0,0,G,A,,,JMB,,,,,2017D08086,14,1,23,9,,Carla Milburn,3/29/2018 0:00,,,9,,,,,,,,,1
