Survey,Tow,Haul_Date,Station,Waters,tdist,tsect,tsub_sect,spec_area,Start_Lat,Start_Lon,End_Lat,End_Lon,Depth_Avg(fm),Bottom_Temp(c),Distance(km),RACE_code,Species_Name,Samp_grp,Sex,Whole_Haul,Measured_cnt,Measured_wt(kg),Unmeasured_cnt,Unmeasured_wt(kg),Countovers,Final_wt(kg),Final_cnt
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10120,"Pacific halibut",0,0,"",7,0,0,0,0,0.453597,7
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10130,"flathead sole",0,0,"",6,0,0,0,0,10.4327,6
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10170,"English sole",0,0,"",0,0,0,0,0,2.72158,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10210,"yellowfin sole",0,0,"",91,0,0,0,0,308.9,91
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10250,"sand sole",0,0,"",6,0,0,0,0,25.855,6
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10260,"rock sole unident.",0,0,"",119,0,0,0,0,257.19,119
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10270,"butter sole",0,0,"",13,0,0,0,0,77.1115,13
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,10285,"Alaska plaice",0,0,"",3,0,0,0,0,10.4327,3
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,20040,"sturgeon poacher",0,0,"",0,0,0,0,0,0.453597,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,21313,"Gymnocanthus sp.",0,0,"",0,0,0,0,0,1.36079,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,21375,"Myoxocephalus sp.",0,0,"",0,0,0,0,0,10.4327,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,21720,"Pacific cod",0,0,"",52,0,0,0,0,151.955,52
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,21740,"walleye pollock",0,0,"",0,0,0,0,0,0.453597,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,21932,"whitespotted greenling",0,0,"",0,0,0,0,0,6.35036,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,23041,"capelin",0,0,"",0,0,0,0,0,0.453597,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,23808,"snake prickleback",0,0,"",0,0,0,0,0,4.08237,0
"CRAB1990",90010001,"06-14-1990","CHE","I",1,1,1,1,57.6670,-152.4645,,,12,6.0999999,1.482,68020,"Dungeness crab",0,0,"",43,0,0,0,0,58.9676,43
