Survey,Tow,Haul_Date,Station,Waters,tdist,tsect,tsub_sect,spec_area,Start_Lat,Start_Lon,End_Lat,End_Lon,Depth_Avg(fm),Bottom_Temp(c),Distance(km),RACE_code,Species_Name,Samp_grp,Sex,Whole_Haul,Measured_cnt,Measured_wt(kg),Unmeasured_cnt,Unmeasured_wt(kg),Countovers,Final_wt(kg),Final_cnt
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,420,"big skate",0,2,"Y",1,11.0321,0,0,0,11.0321,1
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,435,"Bering skate",0,1,"Y",2,3.60545,0,0,0,3.60545,2
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,10110,"arrowtooth flounder",0,0,"N",18,4.7,0,0,0,98.3635,377
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,10130,"flathead sole",0,0,"N",40,3.3,0,4.89,0,171.404,2078
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,10200,"rex sole",0,0,"N",4,0.26,0,0,0,5.44139,84
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,10210,"yellowfin sole",0,0,"N",9,5.92,0,0,0,123.896,188
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,10261,"northern rock sole",0,0,"N",8,5.33,0,0,0,111.548,167
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,20040,"sturgeon poacher",0,0,"N",0,0,2,0.13,0,2.72069,42
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,21347,"yellow Irish lord",0,0,"N",0,0,3,1.92,0,40.1825,63
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,21383,"soft sculpin",0,0,"N",0,0,2,0.03,0,0.627852,42
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,21390,"spinyhead sculpin",0,0,"N",0,0,5,0.06,0,1.2557,105
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,21720,"Pacific cod",0,0,"Y",32,44.15,0,0,0,44.15,32
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,21740,"walleye pollock",0,0,"Y",24,30.32,0,0,0,30.32,24
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,23792,"giant wrymouth",0,0,"Y",0,0,1,1.54,0,1.54,1
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,24191,"shortfin eelpout",0,0,"N",0,0,3,0.06,0,1.2557,63
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,66031,"pink shrimp (or northern shrimp)",0,0,"N",0,0,0,0.11,0,2.30213,0
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,66040,"spot shrimp",0,0,"N",0,0,1,0.01,0,0.209284,21
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,66050,"coonstripe shrimp",0,0,"N",0,0,1,0.01,0,0.209284,21
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,66502,"Crangon sp.",0,0,"N",0,0,5,0.04,0,0.837137,105
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,66580,"Arctic argid",0,0,"N",0,0,5,0.01,0,0.209284,105
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,68510,"graceful decorator crab",0,0,"N",0,0,4,0.05,0,1.04642,84
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,68560,"Tanner crab",0,0,"Y",401,247.64,0,0,0,247.64,401
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,69010,"hermit crab unident.",0,0,"N",0,0,3,0.06,0,1.2557,63
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,69520,"Hyas sp.",0,0,"N",0,0,2,0.08,0,1.67427,42
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,71525,"Natica sp.",0,0,"N",0,0,1,0.01,0,0.209284,21
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,74000,"bivalve unident.",0,0,"N",0,0,1,0.02,0,0.418568,21
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,74120,"weathervane scallop",0,0,"Y",5,0.54,0,0,0,0.54,5
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,78403,"giant octopus",0,0,"Y",0,0,1,1.87,0,1.87,1
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,80160,"sunflower sea star",0,0,"N",0,0,0,2.16,0,45.2054,0
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,81060,"Solaster sp.",0,0,"N",0,0,10,1.55,0,32.439,209
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,81780,"common mud star",0,0,"N",0,0,1,0.01,0,0.209284,21
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,82510,"green sea urchin",0,0,"N",0,0,16,0.32,0,6.69709,335
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,98000,"tunicate unident.",0,0,"N",0,0,1,0.05,0,1.04642,21
"CRAB2013",13010001,"06-13-2013","CHJ","I",1,1,1,1,57.7290,-152.3815,57.7192,-152.3563,54,5.30000019,1.852,99999,"natural debris",0,0,"N",0,0,0,7.15,0,149.638,0
"CRAB2013",13010002,"06-13-2013","CHK","I",1,1,1,1,57.7262,-152.3003,57.7278,-152.3313,79,5.15999985,1.852,420,"big skate",0,0,"Y",1,0.0819225,0,0,0,0.0819225,1
"CRAB2013",13010002,"06-13-2013","CHK","I",1,1,1,1,57.7262,-152.3003,57.7278,-152.3313,79,5.15999985,1.852,10110,"arrowtooth flounder",0,0,"N",30,17.46,0,0,0,41.6114,71
"CRAB2013",13010002,"06-13-2013","CHK","I",1,1,1,1,57.7262,-152.3003,57.7278,-152.3313,79,5.15999985,1.852,10120,"Pacific halibut",0,0,"Y",3,17.9208,0,0,0,17.9208,3
"CRAB2013",13010002,"06-13-2013","CHK","I",1,1,1,1,57.7262,-152.3003,57.7278,-152.3313,79,5.15999985,1.852,10130,"flathead sole",0,0,"N",31,8.21,0,25.16,0,79.5287,300
"CRAB2013",13010002,"06-13-2013","CHK","I",1,1,1,1,57.7262,-152.3003,57.7278,-152.3313,79,5.15999985,1.852,10200,"rex sole",0,0,"N",1,0.1,0,0,0,0.238324,2
"CRAB2013",13010002,"06-13-2013","CHK","I",1,1,1,1,57.7262,-152.3003,57.7278,-152.3313,79,5.15999985,1.852,10262,"southern rock sole",0,0,"N",2,0.96,0,0,0,2.28791,5
"CRAB2013",13010002,"06-13-2013","CHK","I",1,1,1,1,57.7262,-152.3003,57.7278,-152.3313,79,5.15999985,1.852,20036,"spinycheek starsnout",0,0,"N",0,0,1,0.01,0,0.0238324,2
