Fishery,District,RACE_Code,Sex,Size_Grp,Sampfrac_Num_Crab
DS14,D16,68560,1,10,1
DS14,D16,68560,1,16,1
DS14,D16,68560,1,25,1
DS14,D16,68560,1,36,1
DS14,D16,68560,1,39,1
DS14,D16,68560,1,44,1
DS14,D16,68560,1,45,1
DS14,D16,68560,1,50,1
DS14,D16,68560,1,53,1
DS14,D16,68560,1,56,1
DS14,D16,68560,1,59,1
DS14,D16,68560,1,67,1
DS14,D16,68560,2,12,1
DS14,D16,68560,2,14,1
DS14,D16,68560,2,16,1
DS14,D16,68560,2,16,1
DS14,D16,68560,2,33,1
DS14,D16,68560,2,35,1
DS14,D16,68560,2,37,1
DS14,D16,68560,2,37,1
DS14,D16,68560,2,39,1
DS14,D16,68560,2,44,1
DS14,D16,68560,2,46,1
DS14,D16,68560,2,46,1
DS14,D16,68560,2,46,1
DS14,D16,68560,2,47,1
DS14,D16,68560,2,48,1
DS14,D16,68560,2,48,1
DS14,D16,68560,2,48,1
DS14,D16,68560,2,49,1
DS14,D16,68560,2,49,1
DS14,D16,68560,2,55,1
DS14,D16,68560,2,60,1
DS14,YAK,68560,1,11,1
DS14,YAK,68560,1,13,1
DS14,YAK,68560,1,13,1
DS14,YAK,68560,1,14,1.3
DS14,YAK,68560,1,15,1.3
DS14,YAK,68560,1,15,1
DS14,YAK,68560,1,15,1
DS14,YAK,68560,1,15,1
DS14,YAK,68560,1,16,1
DS14,YAK,68560,1,16,1
DS14,YAK,68560,1,16,1
DS14,YAK,68560,1,16,1
DS14,YAK,68560,1,17,1
DS14,YAK,68560,1,17,1
DS14,YAK,68560,1,18,1
DS14,YAK,68560,1,18,1
DS14,YAK,68560,1,19,1
DS14,YAK,68560,1,19,1
DS14,YAK,68560,1,20,1
DS14,YAK,68560,1,20,1
DS14,YAK,68560,1,21,1
DS14,YAK,68560,1,21,1
DS14,YAK,68560,1,22,1
DS14,YAK,68560,1,23,1
DS14,YAK,68560,1,23,1
DS14,YAK,68560,1,24,1
DS14,YAK,68560,1,24,1
DS14,YAK,68560,1,24,1
DS14,YAK,68560,1,24,1
DS14,YAK,68560,1,27,1
DS14,YAK,68560,1,28,1
DS14,YAK,68560,1,28,1
