Fishery,District,RACE_Code,Sex,Size_Grp,Sampfrac_Num_Crab
DS13,D16,68560,1,12,1
DS13,D16,68560,1,12,1
DS13,D16,68560,1,12,1.3
DS13,D16,68560,1,12,1
DS13,D16,68560,1,12,1
DS13,D16,68560,1,12,1
DS13,D16,68560,1,13,1
DS13,D16,68560,1,13,1.2
DS13,D16,68560,1,13,1.2
DS13,D16,68560,1,13,3
DS13,D16,68560,1,13,1.3
DS13,D16,68560,1,13,1
DS13,D16,68560,1,15,1
DS13,D16,68560,1,15,1
DS13,D16,68560,1,15,1.1
DS13,D16,68560,1,16,3
DS13,D16,68560,1,16,1
DS13,D16,68560,1,16,1
DS13,D16,68560,1,16,2
DS13,D16,68560,1,16,1
DS13,D16,68560,1,16,1
DS13,D16,68560,1,17,1
DS13,D16,68560,1,17,1
DS13,D16,68560,1,17,1
DS13,D16,68560,1,17,1
DS13,D16,68560,1,18,1
DS13,D16,68560,1,18,1.2
DS13,D16,68560,1,18,1
DS13,D16,68560,1,18,1.2
DS13,D16,68560,1,18,1
DS13,D16,68560,1,18,1
DS13,D16,68560,1,18,1
DS13,D16,68560,1,18,1
DS13,D16,68560,1,19,1.3
DS13,D16,68560,1,19,1
DS13,D16,68560,1,19,1
DS13,D16,68560,1,20,1
DS13,D16,68560,1,20,1.1
DS13,D16,68560,1,20,1
DS13,D16,68560,1,21,1
DS13,D16,68560,1,22,1.1
DS13,D16,68560,1,22,1
DS13,D16,68560,1,22,1.3
DS13,D16,68560,1,22,1.3
DS13,D16,68560,1,23,1.3
DS13,D16,68560,1,23,1
DS13,D16,68560,1,24,1
DS13,D16,68560,1,24,1.1
DS13,D16,68560,1,24,1
DS13,D16,68560,1,25,1
DS13,D16,68560,1,25,1
DS13,D16,68560,1,25,1
DS13,D16,68560,1,25,1
DS13,D16,68560,1,25,1
DS13,D16,68560,1,25,1
DS13,D16,68560,1,26,1.1
DS13,D16,68560,1,26,1
DS13,D16,68560,1,26,1
DS13,D16,68560,1,26,1.1
DS13,D16,68560,1,27,1
DS13,D16,68560,1,27,1.2
DS13,D16,68560,1,29,1
DS13,D16,68560,1,29,1
DS13,D16,68560,1,30,1
DS13,D16,68560,1,31,1
DS13,D16,68560,1,31,3
DS13,D16,68560,1,31,1
DS13,D16,68560,1,31,1
DS13,D16,68560,1,31,1
DS13,D16,68560,1,31,1
DS13,D16,68560,1,32,1.1
DS13,D16,68560,1,33,1
DS13,D16,68560,1,33,1.1
DS13,D16,68560,1,33,1.1
DS13,D16,68560,1,33,1
DS13,D16,68560,1,34,1
DS13,D16,68560,1,34,1
DS13,D16,68560,1,34,1.1
DS13,D16,68560,1,35,1.1
DS13,D16,68560,1,35,1
DS13,D16,68560,1,36,1
DS13,D16,68560,1,36,1
DS13,D16,68560,1,36,1
DS13,D16,68560,1,37,1
DS13,D16,68560,1,38,1.1
DS13,D16,68560,1,45,1.2
DS13,D16,68560,1,70,1
DS13,D16,68560,2,12,1
DS13,D16,68560,2,12,2
DS13,D16,68560,2,12,1
DS13,D16,68560,2,13,1
DS13,D16,68560,2,13,1
DS13,D16,68560,2,14,1.2
DS13,D16,68560,2,15,1
DS13,D16,68560,2,16,1.1
DS13,D16,68560,2,16,1
DS13,D16,68560,2,16,1.3
DS13,D16,68560,2,16,1
DS13,D16,68560,2,17,1
DS13,D16,68560,2,18,1.3
DS13,D16,68560,2,18,1
DS13,D16,68560,2,18,1
DS13,D16,68560,2,18,1
DS13,D16,68560,2,18,1
DS13,D16,68560,2,19,1
DS13,D16,68560,2,19,1.1
DS13,D16,68560,2,19,1
DS13,D16,68560,2,20,1
DS13,D16,68560,2,20,1
DS13,D16,68560,2,21,1.1
DS13,D16,68560,2,21,1
DS13,D16,68560,2,21,1.2
DS13,D16,68560,2,22,1
DS13,D16,68560,2,22,3
DS13,D16,68560,2,22,1
DS13,D16,68560,2,22,1.1
DS13,D16,68560,2,23,1
DS13,D16,68560,2,24,1
DS13,D16,68560,2,24,1
DS13,D16,68560,2,25,1.1
DS13,D16,68560,2,25,1
DS13,D16,68560,2,25,1.1
DS13,D16,68560,2,25,3
DS13,D16,68560,2,26,1
DS13,D16,68560,2,26,1.1
DS13,D16,68560,2,26,1
DS13,D16,68560,2,27,2
DS13,D16,68560,2,27,1
DS13,D16,68560,2,27,1
DS13,D16,68560,2,27,1
DS13,D16,68560,2,28,1
DS13,D16,68560,2,29,1.3
DS13,D16,68560,2,31,1
DS13,D16,68560,2,31,1
DS13,D16,68560,2,31,1.1
DS13,D16,68560,2,31,1
DS13,D16,68560,2,32,1
DS13,D16,68560,2,32,1.2
DS13,D16,68560,2,33,1
DS13,D16,68560,2,34,1
DS13,D16,68560,2,34,1
DS13,D16,68560,2,34,1
DS13,D16,68560,2,34,1
DS13,D16,68560,2,34,1
DS13,D16,68560,2,34,1
DS13,D16,68560,2,34,1
DS13,D16,68560,2,35,1
DS13,D16,68560,2,35,1
DS13,D16,68560,2,35,1
DS13,D16,68560,2,36,1
DS13,D16,68560,2,36,1.1
DS13,D16,68560,2,36,1
DS13,D16,68560,2,36,1
DS13,D16,68560,2,36,1.2
DS13,D16,68560,2,37,1
DS13,D16,68560,2,37,1
DS13,D16,68560,2,37,1
DS13,D16,68560,2,37,1.1
DS13,D16,68560,2,38,1.1
DS13,D16,68560,2,39,1
DS13,D16,68560,2,40,1
DS13,D16,68560,2,42,1
DS13,YAK,68560,1,13,1
DS13,YAK,68560,1,13,1
DS13,YAK,68560,1,13,1
DS13,YAK,68560,1,14,1
DS13,YAK,68560,1,15,5.2
DS13,YAK,68560,1,16,0.9
DS13,YAK,68560,1,16,0.9
DS13,YAK,68560,1,16,1
DS13,YAK,68560,1,17,1.9
DS13,YAK,68560,1,17,1
DS13,YAK,68560,1,17,1
DS13,YAK,68560,1,17,1.5
DS13,YAK,68560,1,17,2.9
DS13,YAK,68560,1,17,1
DS13,YAK,68560,1,17,1.6
DS13,YAK,68560,1,18,1
DS13,YAK,68560,1,18,1.9
DS13,YAK,68560,1,18,1
DS13,YAK,68560,1,18,2
DS13,YAK,68560,1,18,5.9
DS13,YAK,68560,1,19,3.7
DS13,YAK,68560,1,19,1
DS13,YAK,68560,1,19,0.9
DS13,YAK,68560,1,19,1.2
DS13,YAK,68560,1,19,1
DS13,YAK,68560,1,19,1.4
DS13,YAK,68560,1,19,3.3
DS13,YAK,68560,1,19,1
DS13,YAK,68560,1,20,1
DS13,YAK,68560,1,20,2
DS13,YAK,68560,1,20,1
DS13,YAK,68560,1,20,1
DS13,YAK,68560,1,20,1
DS13,YAK,68560,1,20,1.9
DS13,YAK,68560,1,20,3
DS13,YAK,68560,1,20,1.5
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,3
DS13,YAK,68560,1,21,3
DS13,YAK,68560,1,21,4
DS13,YAK,68560,1,21,2.9
DS13,YAK,68560,1,21,1.5
DS13,YAK,68560,1,21,1.2
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,1.9
DS13,YAK,68560,1,21,2
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,1.5
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,1.8
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,1.7
DS13,YAK,68560,1,21,1
DS13,YAK,68560,1,21,4.2
DS13,YAK,68560,1,22,3.3
DS13,YAK,68560,1,22,3.3
DS13,YAK,68560,1,22,1.2
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1.6
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1.9
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1.3
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1
DS13,YAK,68560,1,22,1.8
DS13,YAK,68560,1,22,1.5
DS13,YAK,68560,1,22,1.3
DS13,YAK,68560,1,22,1.9
DS13,YAK,68560,1,22,1
