Fishery,District,RACE_Code,Sex,Size_Grp,Sampfrac_Num_Crab
DS11,D16,68560,1,27,1
DS11,D16,68560,2,19,0.7
DS11,D16,68560,2,25,1
DS11,D16,68560,2,27,0.7
DS11,YAK,68560,1,12,2
DS11,YAK,68560,1,12,1
DS11,YAK,68560,1,12,2.2
DS11,YAK,68560,1,13,1
DS11,YAK,68560,1,13,1
DS11,YAK,68560,1,13,2.4
DS11,YAK,68560,1,13,2
DS11,YAK,68560,1,13,2.3
DS11,YAK,68560,1,14,2.4
DS11,YAK,68560,1,14,2.7
DS11,YAK,68560,1,14,1
DS11,YAK,68560,1,14,1
DS11,YAK,68560,1,14,1
DS11,YAK,68560,1,15,2.4
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,2.7
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,2
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,4.7
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,15,1
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,2
DS11,YAK,68560,1,16,2
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,1.7
DS11,YAK,68560,1,16,2.3
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,2.2
DS11,YAK,68560,1,16,1.5
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,2
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,1.8
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,16,1.2
DS11,YAK,68560,1,16,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1.5
DS11,YAK,68560,1,17,2.4
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,2
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,2.3
DS11,YAK,68560,1,17,4.7
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,2
DS11,YAK,68560,1,17,2.2
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,17,1
DS11,YAK,68560,1,18,1
DS11,YAK,68560,1,18,1
DS11,YAK,68560,1,18,2
DS11,YAK,68560,1,18,1
DS11,YAK,68560,1,18,1
DS11,YAK,68560,1,18,1
DS11,YAK,68560,1,18,1
