Fishery,District,RACE_Code,Sex,Size_Grp,Sampfrac_Num_Crab
DS09,D16,68560,1,9,1
DS09,D16,68560,1,12,1
DS09,D16,68560,1,12,1
DS09,D16,68560,1,14,1
DS09,D16,68560,1,14,1
DS09,D16,68560,1,16,1.7
DS09,D16,68560,1,16,1.7
DS09,D16,68560,1,17,1
DS09,D16,68560,1,17,1
DS09,D16,68560,1,17,1
DS09,D16,68560,1,17,1
DS09,D16,68560,1,18,1
DS09,D16,68560,1,18,1
DS09,D16,68560,1,18,1
DS09,D16,68560,1,18,1.7
DS09,D16,68560,1,18,1
DS09,D16,68560,1,18,1
DS09,D16,68560,1,19,1
DS09,D16,68560,1,19,1
DS09,D16,68560,1,19,1
DS09,D16,68560,1,20,1
DS09,D16,68560,1,23,1
DS09,D16,68560,1,23,1
DS09,D16,68560,1,23,1
DS09,D16,68560,1,24,1
DS09,D16,68560,1,34,1
DS09,D16,68560,2,12,1
DS09,D16,68560,2,13,1
DS09,D16,68560,2,13,1
DS09,D16,68560,2,13,1
DS09,D16,68560,2,14,1
DS09,D16,68560,2,15,1
DS09,D16,68560,2,17,1.7
DS09,D16,68560,2,17,1
DS09,D16,68560,2,17,1
DS09,D16,68560,2,17,1
DS09,D16,68560,2,17,1.7
DS09,D16,68560,2,18,1
DS09,D16,68560,2,18,1
DS09,D16,68560,2,18,1.7
DS09,D16,68560,2,19,1
DS09,D16,68560,2,19,1
DS09,D16,68560,2,19,1
DS09,D16,68560,2,21,1
DS09,D16,68560,2,22,1
DS09,D16,68560,2,23,1
DS09,D16,68560,2,24,1
DS09,D16,68560,2,24,1.7
DS09,D16,68560,2,25,1
DS09,D16,68560,2,25,1
DS09,D16,68560,2,25,1
DS09,D16,68560,2,26,1
DS09,D16,68560,2,27,1
DS09,D16,68560,2,28,1
DS09,YAK,68560,1,11,1
DS09,YAK,68560,1,12,1
DS09,YAK,68560,1,12,1.6
DS09,YAK,68560,1,12,1.2
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1.2
DS09,YAK,68560,1,13,1.2
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,2.6
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1.5
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,13,1.1
DS09,YAK,68560,1,13,1
DS09,YAK,68560,1,14,1
DS09,YAK,68560,1,14,1
DS09,YAK,68560,1,14,1
DS09,YAK,68560,1,14,2.4
DS09,YAK,68560,1,14,1
DS09,YAK,68560,1,14,1.4
DS09,YAK,68560,1,14,1
DS09,YAK,68560,1,14,1
DS09,YAK,68560,1,15,1
DS09,YAK,68560,1,16,1
DS09,YAK,68560,1,16,1
DS09,YAK,68560,1,16,1
DS09,YAK,68560,1,16,1.2
DS09,YAK,68560,1,16,1
DS09,YAK,68560,1,16,1
DS09,YAK,68560,1,16,1
DS09,YAK,68560,1,16,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,8.8
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1.6
DS09,YAK,68560,1,17,1.6
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1.5
DS09,YAK,68560,1,17,2.4
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,4.9
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1
DS09,YAK,68560,1,17,1.2
DS09,YAK,68560,1,17,1.1
DS09,YAK,68560,1,17,1.9
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,5.2
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
DS09,YAK,68560,1,18,1
