Fishery,District,RACE_Code,Sex,Size_Grp,Sampfrac_Num_Crab
DS15,YAK,68560,1,16,1
DS15,YAK,68560,1,16,2
DS15,YAK,68560,1,16,4
DS15,YAK,68560,1,17,1
DS15,YAK,68560,1,18,1
DS15,YAK,68560,1,20,1
DS15,YAK,68560,1,22,1
DS15,YAK,68560,1,22,1
DS15,YAK,68560,1,22,1
DS15,YAK,68560,1,22,2
DS15,YAK,68560,1,23,1
DS15,YAK,68560,1,23,1
DS15,YAK,68560,1,23,1
DS15,YAK,68560,1,23,1
DS15,YAK,68560,1,23,2
DS15,YAK,68560,1,23,1
DS15,YAK,68560,1,23,1
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,1.3
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,2
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,24,2.4
DS15,YAK,68560,1,24,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,2.4
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,2
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,2
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,25,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1.3
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,26,1
DS15,YAK,68560,1,27,1
DS15,YAK,68560,1,27,1
DS15,YAK,68560,1,27,1
DS15,YAK,68560,1,27,1
DS15,YAK,68560,1,27,1
DS15,YAK,68560,1,28,1
DS15,YAK,68560,1,28,1
DS15,YAK,68560,1,29,1
DS15,YAK,68560,1,30,1
DS15,YAK,68560,1,31,1
DS15,YAK,68560,1,31,2.4
DS15,YAK,68560,1,31,1
DS15,YAK,68560,1,31,2.4
DS15,YAK,68560,1,32,2
DS15,YAK,68560,1,32,1
DS15,YAK,68560,1,32,1
DS15,YAK,68560,1,33,1
DS15,YAK,68560,1,33,1
DS15,YAK,68560,1,33,2.4
DS15,YAK,68560,1,33,1
DS15,YAK,68560,1,34,2
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,34,1
DS15,YAK,68560,1,35,1
DS15,YAK,68560,1,36,1
DS15,YAK,68560,1,36,2.4
DS15,YAK,68560,1,36,1
DS15,YAK,68560,1,36,1
DS15,YAK,68560,2,14,1
DS15,YAK,68560,2,16,2
DS15,YAK,68560,2,17,1
DS15,YAK,68560,2,18,1
DS15,YAK,68560,2,19,1
DS15,YAK,68560,2,20,1
DS15,YAK,68560,2,20,1
DS15,YAK,68560,2,21,1
DS15,YAK,68560,2,22,1
DS15,YAK,68560,2,22,1
DS15,YAK,68560,2,22,2.4
DS15,YAK,68560,2,23,1
DS15,YAK,68560,2,23,2
DS15,YAK,68560,2,23,1
DS15,YAK,68560,2,23,1
DS15,YAK,68560,2,23,1
DS15,YAK,68560,2,23,1
DS15,YAK,68560,2,23,1
DS15,YAK,68560,2,23,1
DS15,YAK,68560,2,24,1
DS15,YAK,68560,2,24,2.4
DS15,YAK,68560,2,24,2
DS15,YAK,68560,2,24,2
DS15,YAK,68560,2,24,1
DS15,YAK,68560,2,24,1
DS15,YAK,68560,2,24,1
DS15,YAK,68560,2,24,1
DS15,YAK,68560,2,24,2
DS15,YAK,68560,2,24,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1.3
DS15,YAK,68560,2,25,1.3
DS15,YAK,68560,2,25,2
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,2.4
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,2
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,25,1.3
DS15,YAK,68560,2,25,1
DS15,YAK,68560,2,26,1
DS15,YAK,68560,2,26,1
DS15,YAK,68560,2,26,1
DS15,YAK,68560,2,26,1
DS15,YAK,68560,2,26,2.4
DS15,YAK,68560,2,26,1
DS15,YAK,68560,2,26,1.3
DS15,YAK,68560,2,26,1
DS15,YAK,68560,2,26,1
