Fishery,District,RACE_Code,Sex,Size_Grp,Int_Num_Crab,Sampfrac_Num_Crab
"MS19","UB",68560,2,23,1.4,1.4
"MS19","UB",68560,2,24,21.1,21.1
"MS19","UB",68560,2,24,2.2,2.2
"MS19","UB",68560,2,24,2.2,2.2
"MS19","UB",68560,2,24,1.0,1.0
"MS19","UB",68560,2,24,2.5,2.5
"MS19","UB",68560,2,24,2.5,2.5
"MS19","UB",68560,2,24,2.1,2.1
"MS19","UB",68560,2,25,2.5,2.5
"MS19","UB",68560,2,25,2.2,2.2
"MS19","UB",68560,2,25,1.4,1.4
"MS19","UB",68560,2,26,2.1,2.1
"MS19","UB",68560,2,26,47.4,47.4
"MS19","UB",68560,2,26,2.1,2.1
"MS19","UB",68560,2,26,21.1,21.1
"MS19","UB",68560,2,26,21.1,21.1
"MS19","UB",68560,2,30,47.4,47.4
"MS19","UB",68560,2,30,2.5,2.5
"MS19","UB",68560,2,30,2.2,2.2
"MS19","UB",68560,2,30,47.4,47.4
"MS19","UB",68560,2,30,1.4,1.4
"MS19","UB",68560,2,30,2.5,2.5
"MS19","UB",68560,2,30,1.4,1.4
"MS19","UB",68560,2,30,47.4,47.4
"MS19","UB",68560,2,30,1.0,1.0
"MS19","UB",68560,2,31,4.8,4.8
"MS19","UB",68560,2,31,4.8,4.8
"MS19","UB",68560,2,31,6.1,6.1
"MS19","UB",68560,2,31,1.0,1.0
"MS19","UB",68560,2,32,2.5,2.5
"MS19","UB",68560,2,32,2.5,2.5
"MS19","UB",68560,2,32,6.1,6.1
"MS19","UB",68560,2,32,1.4,1.4
"MS19","UB",68560,2,32,4.8,4.8
"MS19","UB",68560,2,33,6.1,6.1
"MS19","UB",68560,2,33,2.5,2.5
"MS19","UB",68560,2,34,47.4,47.4
"MS19","UB",68560,2,34,2.1,2.1
"MS19","UB",68560,2,35,1.4,1.4
"MS19","UB",68560,2,35,2.1,2.1
"MS19","UB",68560,2,36,6.1,6.1
"MS19","UB",68560,2,37,21.1,21.1
"MS19","UB",68560,2,47,1.0,1.0
"MS19","UB",68560,2,56,4.8,4.8
"MS19","UB",68560,2,65,6.1,6.1
"OS19","O",68560,1,31,1.0,1.0
"OS19","O",68560,1,33,1.0,1.0
"OS19","O",68560,1,33,1.0,1.0
"OS19","O",68560,1,44,1.0,1.0
"OS19","O",68560,1,53,1.0,1.0
"OS19","O",68560,1,55,2.3,2.3
"OS19","O",68560,1,68,2.7,2.7
"OS19","O",68560,1,68,2.3,2.3
"OS19","O",68560,1,70,2.7,2.7
"OS19","O",68560,1,70,1.0,1.0
"OS19","O",68560,1,73,2.3,2.3
"OS19","O",68560,1,73,2.3,2.3
"OS19","O",68560,1,74,2.3,2.3
"OS19","O",68560,1,74,2.7,2.7
"OS19","O",68560,1,74,2.3,2.3
"OS19","O",68560,1,77,1.0,1.0
"OS19","O",68560,1,81,2.3,2.3
"OS19","O",68560,1,83,2.7,2.7
"OS19","O",68560,1,100,2.7,2.7
"OS19","O",68560,2,28,1.0,1.0
"OS19","O",68560,2,31,1.0,1.0
"OS19","O",68560,2,36,1.0,1.0
"OS19","O",68560,2,52,1.0,1.0
"OS19","O",68560,2,56,1.0,1.0
"OS19","O",68560,2,58,1.0,1.0
"OS19","O",68560,2,59,1.0,1.0
"OS19","O",68560,2,60,1.0,1.0
"OS19","O",68560,2,62,2.3,2.3
"OS19","O",68560,2,68,2.7,2.7
"OS19","O",68560,2,70,2.3,2.3
"OS19","O",68560,2,71,2.7,2.7
"OS19","O",68560,2,71,1.0,1.0
"OS19","O",68560,2,71,1.0,1.0
"OS19","O",68560,2,71,1.0,1.0
"OS19","O",68560,2,71,2.7,2.7
"OS19","O",68560,2,75,2.3,2.3
"OS19","O",68560,2,76,1.0,1.0
"OS19","O",68560,2,82,2.7,2.7
"OS19","O",68560,2,88,2.7,2.7
"QS19","Q",68541,1,17,1.3,1.3
"QS19","Q",68541,1,59,1.0,1.0
"QS19","Q",68541,1,61,1.0,1.0
"QS19","Q",68541,1,62,1.0,1.0
"QS19","Q",68541,1,63,1.3,1.3
"QS19","Q",68541,1,63,1.6,1.6
"QS19","Q",68541,1,64,1.0,1.0
"QS19","Q",68541,1,65,1.3,1.3
"QS19","Q",68541,1,65,1.0,1.0
"QS19","Q",68541,1,66,1.2,1.2
"QS19","Q",68541,1,66,1.0,1.0
"QS19","Q",68541,1,68,1.3,1.3
"QS19","Q",68541,1,69,1.0,1.0
"QS19","Q",68541,1,69,1.0,1.0
"QS19","Q",68541,1,70,1.0,1.0
"QS19","Q",68541,1,70,1.6,1.6
"QS19","Q",68541,1,70,1.3,1.3
"QS19","Q",68541,1,70,1.0,1.0
"QS19","Q",68541,1,71,1.3,1.3
"QS19","Q",68541,1,71,1.0,1.0
"QS19","Q",68541,1,72,1.0,1.0
"QS19","Q",68541,1,72,1.0,1.0
"QS19","Q",68541,1,73,1.3,1.3
"QS19","Q",68541,1,73,1.0,1.0
"QS19","Q",68541,1,73,1.2,1.2
"QS19","Q",68541,1,74,1.6,1.6
"QS19","Q",68541,1,74,1.0,1.0
"QS19","Q",68541,1,74,1.6,1.6
"QS19","Q",68541,1,74,1.3,1.3
"QS19","Q",68541,1,74,1.4,1.4
"QS19","Q",68541,1,75,1.0,1.0
"QS19","Q",68541,1,75,1.0,1.0
"QS19","Q",68541,1,75,1.0,1.0
"QS19","Q",68541,1,75,1.0,1.0
"QS19","Q",68541,1,75,1.1,1.1
"QS19","Q",68541,1,76,1.5,1.5
"QS19","Q",68541,1,76,1.0,1.0
"QS19","Q",68541,1,76,1.2,1.2
"QS19","Q",68541,1,76,1.0,1.0
"QS19","Q",68541,1,77,1.6,1.6
"QS19","Q",68541,1,77,1.3,1.3
"QS19","Q",68541,1,77,1.0,1.0
"QS19","Q",68541,1,77,1.1,1.1
"QS19","Q",68541,1,77,1.9,1.9
"QS19","Q",68541,1,78,1.0,1.0
"QS19","Q",68541,1,78,1.0,1.0
"QS19","Q",68541,1,78,1.2,1.2
"QS19","Q",68541,1,78,1.0,1.0
"QS19","Q",68541,1,78,1.4,1.4
"QS19","Q",68541,1,78,1.0,1.0
"QS19","Q",68541,1,79,1.5,1.5
"QS19","Q",68541,1,79,1.0,1.0
"QS19","Q",68541,1,79,1.0,1.0
"QS19","Q",68541,1,79,1.0,1.0
"QS19","Q",68541,1,79,1.3,1.3
"QS19","Q",68541,1,79,1.6,1.6
"QS19","Q",68541,1,79,1.4,1.4
"QS19","Q",68541,1,79,1.0,1.0
"QS19","Q",68541,1,79,1.2,1.2
"QS19","Q",68541,1,80,1.3,1.3
"QS19","Q",68541,1,80,1.1,1.1
"QS19","Q",68541,1,80,1.3,1.3
"QS19","Q",68541,1,80,1.0,1.0
"QS19","Q",68541,1,80,1.0,1.0
"QS19","Q",68541,1,80,1.0,1.0
"QS19","Q",68541,1,80,1.0,1.0
"QS19","Q",68541,1,81,1.0,1.0
"QS19","Q",68541,1,81,1.0,1.0
"QS19","Q",68541,1,81,1.9,1.9
"QS19","Q",68541,1,81,1.3,1.3
"QS19","Q",68541,1,81,1.2,1.2
"QS19","Q",68541,1,82,1.0,1.0
"QS19","Q",68541,1,82,1.0,1.0
"QS19","Q",68541,1,82,1.0,1.0
"QS19","Q",68541,1,82,1.3,1.3
"QS19","Q",68541,1,82,1.3,1.3
"QS19","Q",68541,1,82,1.6,1.6
"QS19","Q",68541,1,83,1.0,1.0
"QS19","Q",68541,1,83,1.0,1.0
"QS19","Q",68541,1,83,1.0,1.0
"QS19","Q",68541,1,83,1.3,1.3
"QS19","Q",68541,1,83,1.0,1.0
"QS19","Q",68541,1,84,1.0,1.0
"QS19","Q",68541,1,84,1.0,1.0
"QS19","Q",68541,1,84,1.0,1.0
"QS19","Q",68541,1,84,1.0,1.0
"QS19","Q",68541,1,84,1.0,1.0
"QS19","Q",68541,1,85,1.0,1.0
"QS19","Q",68541,1,85,1.4,1.4
"QS19","Q",68541,1,85,1.9,1.9
"QS19","Q",68541,1,85,1.0,1.0
"QS19","Q",68541,1,85,1.0,1.0
"QS19","Q",68541,1,85,1.6,1.6
"QS19","Q",68541,1,85,1.0,1.0
"QS19","Q",68541,1,85,1.0,1.0
"QS19","Q",68541,1,86,1.3,1.3
"QS19","Q",68541,1,86,1.0,1.0
"QS19","Q",68541,1,86,1.0,1.0
"QS19","Q",68541,1,86,1.0,1.0
"QS19","Q",68541,1,87,1.2,1.2
"QS19","Q",68541,1,87,1.5,1.5
"QS19","Q",68541,1,87,1.0,1.0
"QS19","Q",68541,1,87,1.4,1.4
"QS19","Q",68541,1,87,1.3,1.3
"QS19","Q",68541,1,87,1.2,1.2
"QS19","Q",68541,1,88,1.3,1.3
"QS19","Q",68541,1,88,1.5,1.5
"QS19","Q",68541,1,88,1.2,1.2
"QS19","Q",68541,1,89,1.0,1.0
"QS19","Q",68541,1,89,1.5,1.5
"QS19","Q",68541,1,89,1.4,1.4
"QS19","Q",68541,1,89,1.0,1.0
"QS19","Q",68541,1,90,1.0,1.0
"QS19","Q",68541,1,90,1.0,1.0
"QS19","Q",68541,1,90,1.1,1.1
"QS19","Q",68541,1,90,1.5,1.5
"QS19","Q",68541,1,90,1.0,1.0
"QS19","Q",68541,1,90,1.9,1.9
"QS19","Q",68541,1,91,1.4,1.4
"QS19","Q",68541,1,92,1.0,1.0
"QS19","Q",68541,1,92,1.0,1.0
"QS19","Q",68541,1,92,1.0,1.0
"QS19","Q",68541,1,92,1.0,1.0
"QS19","Q",68541,1,93,1.9,1.9
"QS19","Q",68541,1,93,1.3,1.3
"QS19","Q",68541,1,93,1.0,1.0
"QS19","Q",68541,1,94,1.0,1.0
"QS19","Q",68541,1,94,1.0,1.0
"QS19","Q",68541,1,94,1.0,1.0
"QS19","Q",68541,1,94,1.0,1.0
"QS19","Q",68541,1,94,1.5,1.5
"QS19","Q",68541,1,94,1.9,1.9
"QS19","Q",68541,1,94,1.6,1.6
"QS19","Q",68541,1,95,1.5,1.5
"QS19","Q",68541,1,95,1.0,1.0
"QS19","Q",68541,1,95,1.0,1.0
"QS19","Q",68541,1,95,1.6,1.6
"QS19","Q",68541,1,95,1.6,1.6
"QS19","Q",68541,1,95,1.6,1.6
"QS19","Q",68541,1,95,1.0,1.0
"QS19","Q",68541,1,95,1.5,1.5
"QS19","Q",68541,1,95,1.0,1.0
"QS19","Q",68541,1,95,1.5,1.5
"QS19","Q",68541,1,95,1.0,1.0
"QS19","Q",68541,1,95,1.4,1.4
"QS19","Q",68541,1,96,1.0,1.0
"QS19","Q",68541,1,96,1.0,1.0
"QS19","Q",68541,1,96,1.0,1.0
"QS19","Q",68541,1,96,1.2,1.2
"QS19","Q",68541,1,96,1.0,1.0
"QS19","Q",68541,1,96,1.0,1.0
"QS19","Q",68541,1,96,1.2,1.2
"QS19","Q",68541,1,96,1.1,1.1
"QS19","Q",68541,1,96,1.3,1.3
"QS19","Q",68541,1,96,1.0,1.0
"QS19","Q",68541,1,96,1.1,1.1
"QS19","Q",68541,1,96,1.0,1.0
"QS19","Q",68541,1,96,1.9,1.9
"QS19","Q",68541,1,97,1.0,1.0
"QS19","Q",68541,1,97,1.4,1.4
"QS19","Q",68541,1,97,1.4,1.4
"QS19","Q",68541,1,97,1.6,1.6
"QS19","Q",68541,1,97,1.0,1.0
"QS19","Q",68541,1,97,1.6,1.6
"QS19","Q",68541,1,97,1.2,1.2
"QS19","Q",68541,1,97,1.0,1.0
"QS19","Q",68541,1,98,1.0,1.0
"QS19","Q",68541,1,98,1.9,1.9
"QS19","Q",68541,1,98,1.0,1.0
"QS19","Q",68541,1,98,1.0,1.0
"QS19","Q",68541,1,98,1.0,1.0
"QS19","Q",68541,1,98,1.0,1.0
"QS19","Q",68541,1,98,1.4,1.4
"QS19","Q",68541,1,99,1.0,1.0
"QS19","Q",68541,1,99,1.0,1.0
"QS19","Q",68541,1,99,1.1,1.1
"QS19","Q",68541,1,99,1.0,1.0
"QS19","Q",68541,1,99,1.1,1.1
"QS19","Q",68541,1,99,1.4,1.4
"QS19","Q",68541,1,99,1.6,1.6
"QS19","Q",68541,1,99,1.0,1.0
"QS19","Q",68541,1,99,1.0,1.0
"QS19","Q",68541,1,99,1.4,1.4
"QS19","Q",68541,1,100,1.1,1.1
"QS19","Q",68541,1,100,1.6,1.6
"QS19","Q",68541,1,100,1.0,1.0
"QS19","Q",68541,1,100,1.3,1.3
"QS19","Q",68541,1,100,1.0,1.0
"QS19","Q",68541,1,101,1.0,1.0
"QS19","Q",68541,1,101,1.0,1.0
"QS19","Q",68541,1,102,1.6,1.6
"QS19","Q",68541,1,102,1.3,1.3
"QS19","Q",68541,1,102,1.5,1.5
"QS19","Q",68541,1,102,1.9,1.9
"QS19","Q",68541,1,102,1.0,1.0
"QS19","Q",68541,1,103,1.2,1.2
"QS19","Q",68541,1,103,1.2,1.2
"QS19","Q",68541,1,103,1.0,1.0
"QS19","Q",68541,1,103,1.6,1.6
"QS19","Q",68541,1,103,1.4,1.4
"QS19","Q",68541,1,103,1.4,1.4
"QS19","Q",68541,1,103,1.0,1.0
"QS19","Q",68541,1,103,1.3,1.3
"QS19","Q",68541,1,103,1.0,1.0
"QS19","Q",68541,1,103,1.0,1.0
"QS19","Q",68541,1,104,1.5,1.5
"QS19","Q",68541,1,104,1.1,1.1
"QS19","Q",68541,1,104,1.0,1.0
"QS19","Q",68541,1,105,1.2,1.2
"QS19","Q",68541,1,105,1.0,1.0
"QS19","Q",68541,1,105,1.4,1.4
"QS19","Q",68541,1,105,1.0,1.0
"QS19","Q",68541,1,106,1.0,1.0
"QS19","Q",68541,1,106,1.2,1.2
"QS19","Q",68541,1,107,1.5,1.5
"QS19","Q",68541,1,107,1.0,1.0
"QS19","Q",68541,1,107,1.2,1.2
"QS19","Q",68541,1,107,1.0,1.0
"QS19","Q",68541,1,108,1.0,1.0
"QS19","Q",68541,1,109,1.5,1.5
"QS19","Q",68541,1,110,1.0,1.0
"QS19","Q",68541,1,111,1.0,1.0
"QS19","Q",68541,1,112,1.0,1.0
"QS19","Q",68541,1,113,1.0,1.0
"QS19","Q",68541,1,113,1.0,1.0
"QS19","Q",68541,1,114,1.5,1.5
"QS19","Q",68541,1,115,1.3,1.3
"QS19","Q",68541,1,115,1.5,1.5
"QS19","Q",68541,1,116,1.5,1.5
"QS19","Q",68541,1,116,1.0,1.0
"QS19","Q",68541,1,116,1.0,1.0
"QS19","Q",68541,1,116,1.5,1.5
"QS19","Q",68541,1,117,1.0,1.0
"QS19","Q",68541,1,117,1.0,1.0
"QS19","Q",68541,1,117,1.2,1.2
"QS19","Q",68541,1,118,1.0,1.0
"QS19","Q",68541,1,118,1.0,1.0
"QS19","Q",68541,1,119,1.0,1.0
"QS19","Q",68541,1,119,1.4,1.4
"QS19","Q",68541,1,121,1.3,1.3
"QS19","Q",68541,1,121,1.5,1.5
"QS19","Q",68541,1,122,1.0,1.0
"QS19","Q",68541,1,123,1.3,1.3
"QS19","Q",68541,1,123,1.0,1.0
"QS19","Q",68541,1,123,1.0,1.0
"QS19","Q",68541,1,123,1.0,1.0
"QS19","Q",68541,1,123,1.3,1.3
"QS19","Q",68541,1,124,1.0,1.0
"QS19","Q",68541,1,124,1.5,1.5
"QS19","Q",68541,1,124,1.4,1.4
"QS19","Q",68541,1,124,1.0,1.0
"QS19","Q",68541,1,125,1.6,1.6
"QS19","Q",68541,1,127,1.0,1.0
"QS19","Q",68541,1,129,1.0,1.0
"QS19","Q",68541,1,129,1.2,1.2
"QS19","Q",68541,1,130,1.6,1.6
"QS19","Q",68541,1,130,1.3,1.3
"QS19","Q",68541,1,130,1.0,1.0
"QS19","Q",68541,1,132,1.0,1.0
"QS19","Q",68541,1,140,1.4,1.4
"QS19","Q",68541,2,65,1.0,1.0
"QS19","Q",68541,2,72,1.9,1.9
"QS19","Q",68541,2,78,1.2,1.2
"QS19","Q",68541,2,80,1.3,1.3
"QS19","Q",68541,2,82,1.0,1.0
"QS19","Q",68541,2,89,1.4,1.4
"QS19","Q",68560,1,31,1.1,1.1
"QS19","Q",68560,1,33,2.3,2.3
"QS19","Q",68560,1,40,4.4,4.4
"QS19","Q",68560,1,43,5.8,5.8
"QS19","Q",68560,1,45,5.8,5.8
"QS19","Q",68560,1,45,6.5,6.5
"QS19","Q",68560,1,46,3.4,3.4
"QS19","Q",68560,1,56,5.2,5.2
"QS19","Q",68560,1,57,4.3,4.3
"QS19","Q",68560,1,59,1.1,1.1
"QS19","Q",68560,1,60,4.4,4.4
"QS19","Q",68560,1,60,5.8,5.8
"QS19","Q",68560,1,61,1.3,1.3
"QS19","Q",68560,1,62,1.0,1.0
"QS19","Q",68560,1,63,4.4,4.4
"QS19","Q",68560,1,64,5.8,5.8
"QS19","Q",68560,1,65,4.4,4.4
"QS19","Q",68560,1,67,4.4,4.4
"QS19","Q",68560,1,67,2.0,2.0
"QS19","Q",68560,1,68,5.6,5.6
"QS19","Q",68560,1,69,5.6,5.6
"QS19","Q",68560,1,71,4.6,4.6
"QS19","Q",68560,1,72,9.3,9.3
"QS19","Q",68560,1,72,4.4,4.4
"QS19","Q",68560,1,73,1.1,1.1
"QS19","Q",68560,1,73,1.0,1.0
"QS19","Q",68560,1,73,4.7,4.7
"QS19","Q",68560,1,74,4.3,4.3
"QS19","Q",68560,1,74,4.2,4.2
"QS19","Q",68560,1,77,7.6,7.6
"QS19","Q",68560,1,79,4.4,4.4
"QS19","Q",68560,1,81,1.1,1.1
"QS19","Q",68560,1,81,1.0,1.0
"QS19","Q",68560,1,82,1.7,1.7
"QS19","Q",68560,1,85,1.0,1.0
"QS19","Q",68560,1,85,6.5,6.5
"QS19","Q",68560,1,88,1.0,1.0
"QS19","Q",68560,1,89,1.1,1.1
"QS19","Q",68560,1,90,2.0,2.0
"QS19","Q",68560,1,91,1.7,1.7
"QS19","Q",68560,1,91,1.7,1.7
"QS19","Q",68560,1,94,4.7,4.7
"QS19","Q",68560,1,94,2.3,2.3
"QS19","Q",68560,1,94,7.8,7.8
"QS19","Q",68560,1,94,5.7,5.7
"QS19","Q",68560,1,94,2.0,2.0
"QS19","Q",68560,1,95,2.3,2.3
"QS19","Q",68560,1,95,1.7,1.7
"QS19","Q",68560,1,96,7.1,7.1
"QS19","Q",68560,1,96,3.4,3.4
"QS19","Q",68560,1,97,1.7,1.7
"QS19","Q",68560,1,99,4.6,4.6
"QS19","Q",68560,1,100,7.1,7.1
"QS19","Q",68560,1,100,7.6,7.6
"QS19","Q",68560,1,101,3.4,3.4
"QS19","Q",68560,1,102,4.2,4.2
"QS19","Q",68560,1,103,4.4,4.4
"QS19","Q",68560,1,105,6.5,6.5
"QS19","Q",68560,1,105,7.7,7.7
"QS19","Q",68560,1,106,4.3,4.3
"QS19","Q",68560,1,107,3.6,3.6
"QS19","Q",68560,1,107,3.4,3.4
"QS19","Q",68560,1,108,2.3,2.3
"QS19","Q",68560,1,108,1.0,1.0
"QS19","Q",68560,1,109,7.8,7.8
"QS19","Q",68560,1,109,5.7,5.7
"QS19","Q",68560,1,109,1.5,1.5
"QS19","Q",68560,1,109,1.0,1.0
"QS19","Q",68560,1,109,2.0,2.0
"QS19","Q",68560,1,110,1.0,1.0
"QS19","Q",68560,1,111,1.7,1.7
"QS19","Q",68560,1,111,3.8,3.8
"QS19","Q",68560,1,111,1.7,1.7
"QS19","Q",68560,1,111,7.1,7.1
"QS19","Q",68560,1,112,3.8,3.8
"QS19","Q",68560,1,115,1.3,1.3
"QS19","Q",68560,1,116,1.7,1.7
"QS19","Q",68560,1,116,4.6,4.6
"QS19","Q",68560,1,119,1.5,1.5
"QS19","Q",68560,1,119,1.7,1.7
"QS19","Q",68560,1,119,4.7,4.7
"QS19","Q",68560,1,119,4.4,4.4
"QS19","Q",68560,1,120,3.6,3.6
"QS19","Q",68560,1,120,1.7,1.7
"QS19","Q",68560,1,121,6.5,6.5
"QS19","Q",68560,1,122,6.1,6.1
"QS19","Q",68560,1,123,1.1,1.1
"QS19","Q",68560,1,124,2.0,2.0
"QS19","Q",68560,1,126,7.7,7.7
"QS19","Q",68560,1,127,6.5,6.5
"QS19","Q",68560,1,127,3.6,3.6
"QS19","Q",68560,1,128,3.4,3.4
"QS19","Q",68560,1,128,2.0,2.0
"QS19","Q",68560,1,128,7.6,7.6
"QS19","Q",68560,1,129,1.3,1.3
"QS19","Q",68560,1,130,1.7,1.7
"QS19","Q",68560,1,130,7.1,7.1
"QS19","Q",68560,1,130,8.1,8.1
"QS19","Q",68560,1,130,6.5,6.5
"QS19","Q",68560,1,130,2.0,2.0
"QS19","Q",68560,1,134,2.0,2.0
"QS19","Q",68560,1,134,4.7,4.7
"QS19","Q",68560,1,135,3.8,3.8
"QS19","Q",68560,1,135,4.4,4.4
"QS19","Q",68560,1,137,5.8,5.8
"QS19","Q",68560,1,138,7.7,7.7
"QS19","Q",68560,1,138,4.6,4.6
"QS19","Q",68560,1,140,1.0,1.0
"QS19","Q",68560,1,142,1.0,1.0
"QS19","Q",68560,1,142,1.1,1.1
"QS19","Q",68560,1,149,1.7,1.7
"QS19","Q",68560,1,151,4.4,4.4
"QS19","Q",68560,1,155,1.0,1.0
"QS19","Q",68560,1,156,4.4,4.4
"QS19","Q",68560,2,38,1.7,1.7
"QS19","Q",68560,2,42,4.3,4.3
"QS19","Q",68560,2,42,3.6,3.6
"QS19","Q",68560,2,44,5.8,5.8
"QS19","Q",68560,2,48,5.8,5.8
"QS19","Q",68560,2,51,1.7,1.7
"QS19","Q",68560,2,53,2.3,2.3
"QS19","Q",68560,2,56,4.4,4.4
"QS19","Q",68560,2,58,6.1,6.1
"QS19","Q",68560,2,58,1.0,1.0
"QS19","Q",68560,2,59,3.8,3.8
"QS19","Q",68560,2,59,2.3,2.3
"QS19","Q",68560,2,60,1.3,1.3
"QS19","Q",68560,2,61,3.8,3.8
"QS19","Q",68560,2,61,4.3,4.3
"QS19","Q",68560,2,62,4.3,4.3
"QS19","Q",68560,2,63,3.4,3.4
"QS19","Q",68560,2,63,7.1,7.1
"QS19","Q",68560,2,67,5.6,5.6
"QS19","Q",68560,2,68,3.4,3.4
"QS19","Q",68560,2,68,4.4,4.4
"QS19","Q",68560,2,68,5.6,5.6
"QS19","Q",68560,2,69,4.4,4.4
"QS19","Q",68560,2,70,6.5,6.5
"QS19","Q",68560,2,71,5.6,5.6
"QS19","Q",68560,2,71,3.8,3.8
"QS19","Q",68560,2,71,7.8,7.8
"QS19","Q",68560,2,72,5.2,5.2
"QS19","Q",68560,2,72,4.4,4.4
"QS19","Q",68560,2,72,4.4,4.4
"QS19","Q",68560,2,72,4.4,4.4
"QS19","Q",68560,2,72,4.4,4.4
"QS19","Q",68560,2,73,4.3,4.3
"QS19","Q",68560,2,73,5.2,5.2
"QS19","Q",68560,2,73,4.4,4.4
"QS19","Q",68560,2,73,4.7,4.7
"QS19","Q",68560,2,73,2.3,2.3
"QS19","Q",68560,2,74,1.7,1.7
"QS19","Q",68560,2,74,6.5,6.5
"QS19","Q",68560,2,74,4.2,4.2
"QS19","Q",68560,2,74,9.3,9.3
"QS19","Q",68560,2,74,7.8,7.8
"QS19","Q",68560,2,74,5.2,5.2
"QS19","Q",68560,2,75,7.8,7.8
"QS19","Q",68560,2,75,5.7,5.7
"QS19","Q",68560,2,75,8.1,8.1
"QS19","Q",68560,2,76,4.7,4.7
"QS19","Q",68560,2,76,1.3,1.3
"QS19","Q",68560,2,76,4.4,4.4
"QS19","Q",68560,2,76,4.2,4.2
"QS19","Q",68560,2,77,3.8,3.8
"QS19","Q",68560,2,77,4.4,4.4
"QS19","Q",68560,2,77,5.6,5.6
"QS19","Q",68560,2,77,7.1,7.1
"QS19","Q",68560,2,77,3.6,3.6
"QS19","Q",68560,2,78,4.4,4.4
"QS19","Q",68560,2,78,7.8,7.8
"QS19","Q",68560,2,78,6.1,6.1
"QS19","Q",68560,2,78,4.6,4.6
"QS19","Q",68560,2,78,5.7,5.7
"QS19","Q",68560,2,78,2.0,2.0
"QS19","Q",68560,2,78,8.1,8.1
"QS19","Q",68560,2,79,7.6,7.6
"QS19","Q",68560,2,79,5.7,5.7
"QS19","Q",68560,2,79,8.1,8.1
"QS19","Q",68560,2,79,5.2,5.2
"QS19","Q",68560,2,79,9.3,9.3
"QS19","Q",68560,2,79,4.2,4.2
"QS19","Q",68560,2,79,4.6,4.6
"QS19","Q",68560,2,79,7.1,7.1
"QS19","Q",68560,2,79,3.8,3.8
"QS19","Q",68560,2,80,4.3,4.3
"QS19","Q",68560,2,80,4.2,4.2
"QS19","Q",68560,2,80,6.5,6.5
"QS19","Q",68560,2,80,6.5,6.5
"QS19","Q",68560,2,80,8.1,8.1
"QS19","Q",68560,2,80,2.3,2.3
"QS19","Q",68560,2,80,9.3,9.3
"QS19","Q",68560,2,81,4.2,4.2
"QS19","Q",68560,2,81,5.6,5.6
"QS19","Q",68560,2,81,4.6,4.6
"QS19","Q",68560,2,81,5.7,5.7
"QS19","Q",68560,2,81,1.3,1.3
"QS19","Q",68560,2,81,6.1,6.1
"QS19","Q",68560,2,81,5.2,5.2
"QS19","Q",68560,2,81,7.7,7.7
"QS19","Q",68560,2,82,6.5,6.5
"QS19","Q",68560,2,82,8.1,8.1
"QS19","Q",68560,2,82,4.7,4.7
"QS19","Q",68560,2,82,1.7,1.7
"QS19","Q",68560,2,82,1.0,1.0
"QS19","Q",68560,2,82,6.5,6.5
"QS19","Q",68560,2,82,6.5,6.5
"QS19","Q",68560,2,82,8.1,8.1
"QS19","Q",68560,2,82,7.7,7.7
"QS19","Q",68560,2,83,7.8,7.8
"QS19","Q",68560,2,83,5.6,5.6
"QS19","Q",68560,2,83,3.4,3.4
"QS19","Q",68560,2,83,7.6,7.6
"QS19","Q",68560,2,83,5.6,5.6
"QS19","Q",68560,2,84,4.4,4.4
"QS19","Q",68560,2,84,3.4,3.4
"QS19","Q",68560,2,84,8.1,8.1
"QS19","Q",68560,2,84,6.1,6.1
"QS19","Q",68560,2,85,6.1,6.1
"QS19","Q",68560,2,85,7.1,7.1
"QS19","Q",68560,2,86,7.6,7.6
"QS19","Q",68560,2,86,1.0,1.0
"QS19","Q",68560,2,86,6.5,6.5
"QS19","Q",68560,2,87,9.3,9.3
"QS19","Q",68560,2,87,9.3,9.3
"QS19","Q",68560,2,87,4.2,4.2
"QS19","Q",68560,2,87,5.7,5.7
"QS19","Q",68560,2,87,4.3,4.3
"QS19","Q",68560,2,87,5.7,5.7
"QS19","Q",68560,2,87,5.7,5.7
"QS19","Q",68560,2,87,5.2,5.2
"QS19","Q",68560,2,88,1.3,1.3
"QS19","Q",68560,2,88,1.5,1.5
"QS19","Q",68560,2,88,6.1,6.1
"QS19","Q",68560,2,88,5.2,5.2
"QS19","Q",68560,2,88,1.1,1.1
"QS19","Q",68560,2,88,8.1,8.1
"QS19","Q",68560,2,88,7.7,7.7
"QS19","Q",68560,2,88,7.7,7.7
"QS19","Q",68560,2,88,1.0,1.0
"QS19","Q",68560,2,88,6.5,6.5
"QS19","Q",68560,2,88,1.0,1.0
"QS19","Q",68560,2,88,6.5,6.5
"QS19","Q",68560,2,89,4.7,4.7
"QS19","Q",68560,2,89,5.8,5.8
"QS19","Q",68560,2,89,9.3,9.3
"QS19","Q",68560,2,89,4.3,4.3
"QS19","Q",68560,2,90,7.7,7.7
"QS19","Q",68560,2,90,3.6,3.6
"QS19","Q",68560,2,90,7.8,7.8
"QS19","Q",68560,2,90,4.6,4.6
"QS19","Q",68560,2,90,5.2,5.2
"QS19","Q",68560,2,90,7.8,7.8
"QS19","Q",68560,2,90,3.6,3.6
"QS19","Q",68560,2,90,1.3,1.3
"QS19","Q",68560,2,90,4.7,4.7
"QS19","Q",68560,2,90,5.8,5.8
"QS19","Q",68560,2,91,9.3,9.3
