Fishery,District,RACE_Code,Sex,Size_Grp,Sampfrac_Num_Crab
DS12,D16,68560,1,7,1
DS12,D16,68560,1,15,1
DS12,D16,68560,1,16,1
DS12,D16,68560,1,16,1.1
DS12,D16,68560,1,17,1
DS12,D16,68560,1,17,1
DS12,D16,68560,1,17,1
DS12,D16,68560,1,18,1
DS12,D16,68560,1,20,1
DS12,D16,68560,1,21,1
DS12,D16,68560,1,22,2.2
DS12,D16,68560,1,22,1
DS12,D16,68560,1,22,2.2
DS12,D16,68560,1,23,2.2
DS12,D16,68560,1,23,1
DS12,D16,68560,1,23,1
DS12,D16,68560,1,23,2.2
DS12,D16,68560,1,24,1
DS12,D16,68560,1,25,2.2
DS12,D16,68560,1,25,1
DS12,D16,68560,1,30,1
DS12,D16,68560,1,32,1
DS12,D16,68560,1,32,2.2
DS12,D16,68560,1,33,1
DS12,D16,68560,1,33,1.1
DS12,D16,68560,1,36,1
DS12,D16,68560,1,38,1
DS12,D16,68560,1,39,1
DS12,D16,68560,1,40,1.1
DS12,D16,68560,1,40,1.1
DS12,D16,68560,1,40,1
DS12,D16,68560,1,41,1
DS12,D16,68560,1,42,1
DS12,D16,68560,1,42,1.1
DS12,D16,68560,1,42,1.1
DS12,D16,68560,1,44,1
DS12,D16,68560,1,45,1
DS12,D16,68560,1,46,1
DS12,D16,68560,1,46,1.1
DS12,D16,68560,1,47,1
DS12,D16,68560,1,47,1
DS12,D16,68560,1,48,1.1
DS12,D16,68560,1,49,1
DS12,D16,68560,1,52,1.1
DS12,D16,68560,1,65,1.1
DS12,D16,68560,1,69,1
DS12,D16,68560,2,10,1
DS12,D16,68560,2,13,1
DS12,D16,68560,2,14,1
DS12,D16,68560,2,15,1
DS12,D16,68560,2,17,1
DS12,D16,68560,2,17,1
DS12,D16,68560,2,17,1
DS12,D16,68560,2,18,1.1
DS12,D16,68560,2,19,2.2
DS12,D16,68560,2,19,1
DS12,D16,68560,2,21,2.2
DS12,D16,68560,2,22,1
DS12,D16,68560,2,22,1.1
DS12,D16,68560,2,22,1
DS12,D16,68560,2,24,1
DS12,D16,68560,2,24,1
DS12,D16,68560,2,25,1
DS12,D16,68560,2,25,1
DS12,D16,68560,2,25,1
DS12,D16,68560,2,25,2.2
DS12,D16,68560,2,28,1
DS12,D16,68560,2,29,1
DS12,D16,68560,2,29,1
DS12,D16,68560,2,29,1
DS12,D16,68560,2,30,1
DS12,D16,68560,2,31,1
DS12,D16,68560,2,31,2.2
DS12,D16,68560,2,32,1
DS12,D16,68560,2,32,1
DS12,D16,68560,2,32,1
DS12,D16,68560,2,32,1
DS12,D16,68560,2,32,1
DS12,D16,68560,2,33,1
DS12,D16,68560,2,33,1
DS12,D16,68560,2,33,1
DS12,D16,68560,2,33,1
DS12,D16,68560,2,33,1
DS12,D16,68560,2,34,1
DS12,D16,68560,2,34,1
DS12,D16,68560,2,34,1.1
DS12,D16,68560,2,34,1
DS12,D16,68560,2,34,1
DS12,D16,68560,2,34,1
DS12,D16,68560,2,40,1
DS12,D16,68560,2,42,1
DS12,D16,68560,2,43,1.1
DS12,D16,68560,2,44,1
DS12,D16,68560,2,44,1.1
DS12,D16,68560,2,45,1.1
DS12,D16,68560,2,45,1
DS12,D16,68560,2,47,1.1
DS12,D16,68560,2,50,1
DS12,D16,68560,2,63,1
DS12,YAK,68560,1,6,1
DS12,YAK,68560,1,8,2
DS12,YAK,68560,1,8,1
DS12,YAK,68560,1,9,1
DS12,YAK,68560,1,9,1
DS12,YAK,68560,1,9,3.6
DS12,YAK,68560,1,9,3.6
DS12,YAK,68560,1,9,1
DS12,YAK,68560,1,9,1
DS12,YAK,68560,1,9,1
DS12,YAK,68560,1,9,1
DS12,YAK,68560,1,9,1
DS12,YAK,68560,1,10,1
DS12,YAK,68560,1,10,1
DS12,YAK,68560,1,10,1
DS12,YAK,68560,1,10,1
DS12,YAK,68560,1,10,1
DS12,YAK,68560,1,10,2
DS12,YAK,68560,1,10,1
DS12,YAK,68560,1,11,1
DS12,YAK,68560,1,11,1
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,12,2
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,12,1.2
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,12,1
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,2
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,1.2
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,1.3
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,1.9
DS12,YAK,68560,1,13,1.9
DS12,YAK,68560,1,13,1.4
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,3.6
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,13,1
DS12,YAK,68560,1,14,1.3
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1.4
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1.4
DS12,YAK,68560,1,14,1.4
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,3.6
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,14,1.9
DS12,YAK,68560,1,14,1.9
DS12,YAK,68560,1,14,1.9
DS12,YAK,68560,1,14,1
DS12,YAK,68560,1,15,1
DS12,YAK,68560,1,15,1
DS12,YAK,68560,1,15,1
DS12,YAK,68560,1,15,3.1
DS12,YAK,68560,1,15,1
DS12,YAK,68560,1,15,1.4
DS12,YAK,68560,1,15,1.3
DS12,YAK,68560,1,15,1
DS12,YAK,68560,1,15,1
DS12,YAK,68560,1,16,1
DS12,YAK,68560,1,16,2
DS12,YAK,68560,1,16,2.4
DS12,YAK,68560,1,16,2.4
DS12,YAK,68560,1,16,2.4
DS12,YAK,68560,1,16,1
DS12,YAK,68560,1,16,1
DS12,YAK,68560,1,16,1
DS12,YAK,68560,1,16,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,2.4
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,17,1
DS12,YAK,68560,1,18,1
DS12,YAK,68560,1,18,1
DS12,YAK,68560,1,18,1.3
DS12,YAK,68560,1,18,1
DS12,YAK,68560,1,18,7.2
DS12,YAK,68560,1,18,1
DS12,YAK,68560,1,19,3.6
DS12,YAK,68560,1,19,1.3
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,19,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,20,1.3
DS12,YAK,68560,1,20,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,7.2
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,21,1
DS12,YAK,68560,1,22,2
DS12,YAK,68560,1,22,1
DS12,YAK,68560,1,22,1
DS12,YAK,68560,1,22,1
DS12,YAK,68560,1,22,2.4
DS12,YAK,68560,1,22,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1.3
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,2
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,1
DS12,YAK,68560,1,23,3.1
DS12,YAK,68560,1,23,2
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1.3
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1
DS12,YAK,68560,1,24,1
