Fishery,District,RACE_Code,Sex,Size_Grp,Sampfrac_Num_Crab
DS17,D16,68560,1,18,1
DS17,D16,68560,2,18,1
DS17,D16,68560,2,20,1
DS17,D16,68560,2,22,1
DS17,YAK,68560,1,13,1
DS17,YAK,68560,1,15,1
DS17,YAK,68560,1,15,1.2
DS17,YAK,68560,1,16,1
DS17,YAK,68560,1,16,1
DS17,YAK,68560,1,17,1
DS17,YAK,68560,1,17,1
DS17,YAK,68560,1,17,1
DS17,YAK,68560,1,17,1
DS17,YAK,68560,1,18,1
DS17,YAK,68560,1,18,1
DS17,YAK,68560,1,18,1
DS17,YAK,68560,1,19,1
DS17,YAK,68560,1,19,1
DS17,YAK,68560,1,19,1
DS17,YAK,68560,1,19,1
DS17,YAK,68560,1,20,1
DS17,YAK,68560,1,20,1
DS17,YAK,68560,1,20,1
DS17,YAK,68560,1,21,1
DS17,YAK,68560,1,21,1
DS17,YAK,68560,1,21,1
DS17,YAK,68560,1,21,1
DS17,YAK,68560,1,22,1
DS17,YAK,68560,1,22,1
DS17,YAK,68560,1,22,1
DS17,YAK,68560,1,23,1
DS17,YAK,68560,1,23,1
DS17,YAK,68560,1,23,1
DS17,YAK,68560,1,23,1
DS17,YAK,68560,1,23,1
DS17,YAK,68560,1,24,1
DS17,YAK,68560,1,24,1
DS17,YAK,68560,1,24,1
DS17,YAK,68560,1,24,1.1
DS17,YAK,68560,1,24,1
DS17,YAK,68560,1,24,1
DS17,YAK,68560,1,24,1
DS17,YAK,68560,1,25,1
DS17,YAK,68560,1,25,1.2
DS17,YAK,68560,1,25,1
DS17,YAK,68560,1,25,1
DS17,YAK,68560,1,26,1
DS17,YAK,68560,1,26,1
DS17,YAK,68560,1,26,1.2
DS17,YAK,68560,1,26,1
DS17,YAK,68560,1,26,1
DS17,YAK,68560,1,26,1
DS17,YAK,68560,1,26,1
DS17,YAK,68560,1,27,1
DS17,YAK,68560,1,27,1
DS17,YAK,68560,1,27,1
DS17,YAK,68560,1,27,1
DS17,YAK,68560,1,27,1
DS17,YAK,68560,1,28,1
DS17,YAK,68560,1,28,1
DS17,YAK,68560,1,28,1
DS17,YAK,68560,1,28,1
DS17,YAK,68560,1,28,1
DS17,YAK,68560,1,29,1.2
DS17,YAK,68560,1,29,1
DS17,YAK,68560,1,30,1
DS17,YAK,68560,1,31,1
DS17,YAK,68560,1,31,1
DS17,YAK,68560,1,33,1
DS17,YAK,68560,1,33,1
DS17,YAK,68560,1,33,1
DS17,YAK,68560,1,33,1
DS17,YAK,68560,1,34,1.2
DS17,YAK,68560,1,35,1
DS17,YAK,68560,1,35,1
DS17,YAK,68560,1,35,1
DS17,YAK,68560,1,35,1
DS17,YAK,68560,1,36,1
DS17,YAK,68560,1,36,1
DS17,YAK,68560,1,36,1.1
DS17,YAK,68560,1,38,1
DS17,YAK,68560,1,38,1
DS17,YAK,68560,1,39,1
DS17,YAK,68560,1,43,1
DS17,YAK,68560,1,47,1
DS17,YAK,68560,1,48,1
DS17,YAK,68560,1,49,1
DS17,YAK,68560,1,49,1
DS17,YAK,68560,1,49,1
DS17,YAK,68560,1,51,1
DS17,YAK,68560,1,52,1
DS17,YAK,68560,1,53,1
DS17,YAK,68560,1,53,1
DS17,YAK,68560,1,55,1
DS17,YAK,68560,1,55,1
DS17,YAK,68560,1,55,1
DS17,YAK,68560,1,55,1
DS17,YAK,68560,1,56,1
DS17,YAK,68560,1,56,1
DS17,YAK,68560,1,57,1
DS17,YAK,68560,1,58,1
DS17,YAK,68560,1,58,1
DS17,YAK,68560,1,59,1
DS17,YAK,68560,1,62,1
DS17,YAK,68560,1,63,1
DS17,YAK,68560,1,64,1
DS17,YAK,68560,1,65,1
DS17,YAK,68560,1,66,1
DS17,YAK,68560,1,73,1
DS17,YAK,68560,1,151,1
DS17,YAK,68560,1,151,1
DS17,YAK,68560,1,158,1
DS17,YAK,68560,2,16,1.1
DS17,YAK,68560,2,16,1
DS17,YAK,68560,2,16,1
DS17,YAK,68560,2,18,1
DS17,YAK,68560,2,19,1
DS17,YAK,68560,2,19,1
DS17,YAK,68560,2,19,1
DS17,YAK,68560,2,20,1
DS17,YAK,68560,2,20,1
DS17,YAK,68560,2,20,1
DS17,YAK,68560,2,20,1
DS17,YAK,68560,2,20,1
DS17,YAK,68560,2,20,1
DS17,YAK,68560,2,21,1
DS17,YAK,68560,2,21,1
DS17,YAK,68560,2,21,1
DS17,YAK,68560,2,21,1
DS17,YAK,68560,2,21,1.1
DS17,YAK,68560,2,21,1
DS17,YAK,68560,2,21,1
DS17,YAK,68560,2,22,1
DS17,YAK,68560,2,23,1
DS17,YAK,68560,2,23,1
DS17,YAK,68560,2,23,1
DS17,YAK,68560,2,24,1
DS17,YAK,68560,2,24,1
DS17,YAK,68560,2,24,1
DS17,YAK,68560,2,24,1
DS17,YAK,68560,2,25,1
DS17,YAK,68560,2,25,1
DS17,YAK,68560,2,25,1.2
DS17,YAK,68560,2,25,1
DS17,YAK,68560,2,25,1.2
DS17,YAK,68560,2,25,1
DS17,YAK,68560,2,25,1.1
DS17,YAK,68560,2,26,1.1
DS17,YAK,68560,2,26,1
DS17,YAK,68560,2,26,1
DS17,YAK,68560,2,26,1
DS17,YAK,68560,2,26,1
DS17,YAK,68560,2,26,1
DS17,YAK,68560,2,27,1
DS17,YAK,68560,2,27,1
DS17,YAK,68560,2,27,1.2
DS17,YAK,68560,2,27,1
DS17,YAK,68560,2,27,1
DS17,YAK,68560,2,30,1
DS17,YAK,68560,2,31,1
DS17,YAK,68560,2,31,1
DS17,YAK,68560,2,31,1
DS17,YAK,68560,2,32,1.1
DS17,YAK,68560,2,32,1
DS17,YAK,68560,2,34,1
DS17,YAK,68560,2,34,1
DS17,YAK,68560,2,35,1
DS17,YAK,68560,2,35,1.1
DS17,YAK,68560,2,35,1
DS17,YAK,68560,2,36,1
DS17,YAK,68560,2,36,1
DS17,YAK,68560,2,36,1.1
DS17,YAK,68560,2,37,1.2
DS17,YAK,68560,2,37,1
DS17,YAK,68560,2,39,1
DS17,YAK,68560,2,39,1
DS17,YAK,68560,2,40,1
DS17,YAK,68560,2,42,1
DS17,YAK,68560,2,44,1
DS17,YAK,68560,2,46,1
DS17,YAK,68560,2,47,1
DS17,YAK,68560,2,53,1
DS17,YAK,68560,2,54,1
DS17,YAK,68560,2,54,1
DS17,YAK,68560,2,54,1
DS17,YAK,68560,2,56,1.2
DS17,YAK,68560,2,57,1
DS17,YAK,68560,2,58,1
DS17,YAK,68560,2,59,1
DS17,YAK,68560,2,60,1
DS17,YAK,68560,2,60,1
DS17,YAK,68560,2,61,1
DS17,YAK,68560,2,61,1
DS17,YAK,68560,2,61,1
DS17,YAK,68560,2,63,1
DS17,YAK,68560,2,63,1
DS17,YAK,68560,2,65,1
DS17,YAK,68560,2,65,1
DS17,YAK,68560,2,71,1.1
DS17,YAK,68560,2,118,1
ES17,WKI,68560,1,28,1
ES17,WKI,68560,2,23,1
KS17,KNE,68560,1,18,5.9
KS17,KNE,68560,1,23,5.9
KS17,KNE,68560,1,26,5.9
KS17,KNE,68560,1,35,1.2
KS17,KNE,68560,1,38,1.9
KS17,KNE,68560,1,39,1.2
KS17,KNE,68560,1,42,1.9
KS17,KNE,68560,1,42,1.1
KS17,KNE,68560,1,42,1
KS17,KNE,68560,1,44,1
KS17,KNE,68560,1,45,2.2
KS17,KNE,68560,1,45,5.9
KS17,KNE,68560,1,46,1.5
KS17,KNE,68560,1,46,1.6
KS17,KNE,68560,1,47,5.9
KS17,KNE,68560,1,48,1.6
KS17,KNE,68560,1,49,1.6
KS17,KNE,68560,1,50,1.3
KS17,KNE,68560,1,51,1
KS17,KNE,68560,1,51,1
KS17,KNE,68560,1,52,1.6
KS17,KNE,68560,1,53,6.9
KS17,KNE,68560,1,53,1.7
KS17,KNE,68560,1,53,1
KS17,KNE,68560,1,55,2.2
KS17,KNE,68560,1,58,1.1
KS17,KNE,68560,1,58,1.7
KS17,KNE,68560,1,58,1
KS17,KNE,68560,1,59,1.8
KS17,KNE,68560,1,59,1.5
KS17,KNE,68560,1,59,6.9
KS17,KNE,68560,1,61,1.5
KS17,KNE,68560,1,61,2.2
KS17,KNE,68560,1,62,1.6
KS17,KNE,68560,1,62,1.8
KS17,KNE,68560,1,62,1
KS17,KNE,68560,1,63,1.1
KS17,KNE,68560,1,63,3.1
KS17,KNE,68560,1,63,3.1
KS17,KNE,68560,1,64,2.2
KS17,KNE,68560,1,64,1.5
KS17,KNE,68560,1,64,1.6
KS17,KNE,68560,1,64,2.2
KS17,KNE,68560,1,65,1.7
KS17,KNE,68560,1,66,1.6
KS17,KNE,68560,1,66,6.9
KS17,KNE,68560,1,66,1.6
KS17,KNE,68560,1,67,1.9
KS17,KNE,68560,1,68,1.6
KS17,KNE,68560,1,68,6.9
KS17,KNE,68560,1,70,1.7
KS17,KNE,68560,1,71,4.4
KS17,KNE,68560,1,71,1
KS17,KNE,68560,1,72,1.2
KS17,KNE,68560,1,72,1.8
KS17,KNE,68560,1,73,1
KS17,KNE,68560,1,73,1.8
KS17,KNE,68560,1,74,1.6
KS17,KNE,68560,1,74,1.5
KS17,KNE,68560,1,74,4.4
KS17,KNE,68560,1,75,1
KS17,KNE,68560,1,76,4.4
KS17,KNE,68560,1,76,3.1
KS17,KNE,68560,1,77,1.6
