Season,nom_cpue,nom_cpue_median,nom_cpue_sd,std_cpue
2009/10,467.2376111019588,459.93333333333334,153.23314062037934,510.13849965557563
2010/11,563.3399895010962,572.4,196.80493974122112,630.9526588903362
2011/12,537.8187878541523,529.1017964071857,135.20437881041605,593.8244347653932
2012/13,599.1032331975559,606.3333333333334,208.28593462420645,618.268420131987
2013/14,516.6095452075987,521.1999999999999,127.10457371836542,564.2442486070803
2014/15,432.48282032246397,434.1317365269461,94.84238625987017,492.60359035897994
2015/16,349.78980642638334,377.95,81.61796275508198,404.41817643563235
2016/17,393.47759674134426,387.59999999999997,119.8041162671457,447.78415350193296
2017/18,334.1476140783607,329.2,114.49203403810732,355.3337370455736
2018/19,352.72174935603084,350.7,78.78557115166788,403.58050432629676
2019/20,290.8087973487442,284.3,83.35800028534008,268.7126656367573
