Season,round_weight,discard_lb,discard_num,discard_ratio,discard_rate_lb,discard_rate_num,discard_M_lbs,discard_M_num
2009/10,54881.5,2082.141089108911,822.5742574257426,0.03793885169153378,20.04950495049505,7.920792079207921,416.4282178217822,164.51485148514854
2010/11,42176.7,3266.4823410696267,2979.319058338231,0.07744755614046682,39.15237134207871,35.71040463068717,653.2964682139254,595.8638116676462
2011/12,45512.8,2567.2282958199357,2585.899047062262,0.056406731640767774,33.440514469453376,33.683718211049396,513.4456591639872,517.1798094124524
2012/13,37730,2714.3865698729583,2120.250453720508,0.07194239517288518,42.28675136116153,33.03085299455535,542.8773139745916,424.0500907441017
2013/14,44571.6,4433.547077922078,2003.7739462494799,0.09947022493969429,79.38311688311688,35.87777880482506,886.7094155844156,400.754789249896
2014/15,41322.9,3916.182165605096,5739.059797677032,0.09477026456529179,53.375796178343954,78.22079593399253,783.2364331210192,1147.8119595354065
2015/16,45214.8,3447.3793524740377,2384.437385461209,0.07624448969085426,21.991447770311545,15.210751374465485,689.4758704948076,476.88747709224185
2016/17,39180.9,1281.1122994652405,1010.566844919786,0.032697367836503004,12.29946524064171,9.702062643239113,256.2224598930481,202.11336898395723
2017/18,2250,30.61198738170347,0,0.013605327725201543,1.2618296529968454,0,6.122397476340694,0
2018/19,3570.6,35.25,17.625,0.009872290371366157,1.5,0.75,7.050000000000001,3.5250000000000004
2019/20,24738.6,3198.957446808511,3249.5338491295943,0.12931036707042887,24.46808510638298,24.854932301740813,639.7914893617022,649.9067698259189
