Season,ghl,mt_wt,rnd_wt,dredge_hrs,number_hauls,mw_cpue,rw_cpue
2012/13,15000,15040,217607.3,255.12,248,58.95264973345876,852.9605675760425
2013/14,15000,15155.03,193106.3,247.37,198,61.26462384282654,780.6375065691069
2014/15,22500,14999.99,227369,293.56,223,51.09684561929418,774.5230957896171
2015/16,22500,14999.93,207991,307.76,166,48.73904990902002,675.8220691447882
2016/17,22500,15013.13,202805.5,345.32,216,43.47599328159388,587.297289470636
2017/18,22500,15250.08,181645.7,327.53,193,46.56086465361952,554.5925564070468
2018/19,22500,8904.99,119457.6,264.11,146,33.716973988111015,452.30244973685205
2019/20,15000,5740.01,63936.8,117.98,68,48.65239871164604,541.9291405322936
