Season,round_weight,discard_lb,discard_num,discard_ratio,discard_rate_lb,discard_rate_num,discard_M_lbs,discard_M_num
2009/10,831708.6,119824.37114695342,156067.54513584674,0.14407013603917695,98.08243727598567,127.74934731625294,23964.874229390683,31213.509027169348
2010/11,672246,72191.77262180974,118841.27692824545,0.10738892105242685,71.11368909512761,117.066548059661,14438.354524361948,23768.255385649092
2011/12,667008.1,86687.96424167693,120860.12500077512,0.12996538459079723,87.91615289765721,122.57246229909346,17337.59284833539,24172.025000155027
2012/13,749643.6,94760.88522939739,130443.14889436672,0.12640791601421983,71.69567093341004,98.69271541742646,18952.177045879478,26088.629778873346
2013/14,526155.9,62859.12816201758,62540.792101983985,0.1194686368850327,67.26786396637371,66.9272008453909,12571.825632403517,12508.158420396798
2014/15,667962.1,53020.31345266943,24763.83884548561,0.07937623025717991,70.49167513483937,32.92406946152445,10604.062690533887,4952.767769097122
2015/16,634480.5,83398.47081915729,156510.04249870547,0.13144370996296542,67.92070138707145,127.46363040256823,16679.694163831457,31302.008499741096
2016/17,292760.3,26892.672419744562,46744.973176092244,0.09185901373835374,24.55413646300771,42.68011867361697,5378.534483948913,9348.994635218449
2017/18,136295.1,20916.861143523918,30514.723856041193,0.15346744779176888,59.97666277712952,87.49741607467008,4183.372228704784,6102.944771208239
2018/19,155333.6,57805.55580110496,154189.10208371247,0.37213813238800203,220.49723756906076,588.1488483510547,11561.111160220993,30837.820416742496
2019/20,165989.2,46603.95852968897,134493.82805649788,0.28076500476952093,226.67295004712537,654.1528601969742,9320.791705937794,26898.765611299576
