Season,round_weight,discard_lb,discard_num,discard_ratio,discard_rate_lb,discard_rate_num,discard_M_lbs,discard_M_num
2009/10,2514004.4,698303.4282927655,1203447.9622526749,0.2777653962311146,159.24857942498514,274.44713950377877,139660.68565855312,240689.59245053498
2010/11,2163050.3,595071.4838659555,2021093.3616228935,0.2751075570762065,166.32050551613406,564.8888893424822,119014.2967731911,404218.67232457874
2011/12,2380618,567360.9870717663,1713437.4917208427,0.2383250849450715,121.88389236181129,368.09092547489274,113472.19741435326,342687.49834416853
2012/13,1989070.7,575164.4230588624,2199616.106102226,0.28916238274429484,142.43018534375602,544.6994235336921,115032.88461177249,439923.2212204452
2013/14,1853113.8,252103.99429612613,773344.7016745763,0.13604344983892847,83.3346536745095,255.63423961211697,50420.79885922523,154668.94033491527
2014/15,1555495.4,138715.81416957025,368959.9792829138,0.08917790060296563,43.907969691941815,116.78757526585946,27743.16283391405,73791.99585658275
2015/16,1708707,182817.0859623121,420416.2344483708,0.10699147715922747,71.10240666243207,163.511008349618,36563.41719246242,84083.24688967416
2016/17,1637709.7,251181.47037693375,705475.4198291673,0.15337362316223305,119.29211169117295,335.0472168641562,50236.29407538675,141095.08396583347
2017/18,1841714.3,407476.5802615933,1047966.5631758131,0.22124852929772726,140.54696789536266,361.46500202668756,81495.31605231867,209593.3126351626
2018/19,1777744.3,198605.65450416348,515218.5773187011,0.11171778444412027,87.6003028009084,227.2508478897578,39721.1309008327,103043.71546374023
2019/20,1989202.4,564085.3829858266,1704553.303466832,0.2835736489086413,171.2889617287323,517.601012840729,112817.07659716532,340910.66069336643
