Season,ghl,tanner_cbl,total_tanner,tanner_ratio,total_king,king_ratio,total_dungeness,dungeness_ratio,total_halibut,halibut_ratio
2018/19,15000,7500,2053.001974333663,4.3816070309116695,0,0,0,0,0,0
