Season,Bed,nom_cpue,nom_cpue_median,nom_cpue_sd,std_cpue
2009/10,O1,272.85282693137674,266.7889221556886,100.8861420910836,234.7466108997575
2009/10,O2,20.411985018726593,0,32.49752127299694,18.166840548187054
2009/10,O3,0,0,0,-16.882290210391346
2009/10,O4,830.4139172165567,851.0587259216506,254.07897783363214,807.1362114624575
2010/11,O1,172.0851491786792,159.17293233082705,44.47677097587218,159.88209649996196
2010/11,O4,700.9157994323557,723.2333333333333,273.8073662463009,694.6262710391708
2011/12,O1,339.73520249221184,367.85,161.11152099235989,331.4774622635578
2011/12,O4,660.952074622065,671.7293233082706,332.02773707841703,749.205951149031
2012/13,O4,613.296488946684,622.2,356.0765803645132,646.4799608598299
2013/14,O4,798.0590868397493,799.025,183.72053604659052,779.5227384130628
2014/15,O4,563.2124846667575,541.6,164.74821551873694,580.0591294544545
2015/16,O1,66.3855421686747,66.3855421686747,NA,47.156529476885765
2015/16,O4,306.2920510037981,316.3302395209581,77.51130881130976,299.5106305988786
2016/17,O2,0,0,NA,-10.45731319485418
2016/17,O3,0,0,0,-10.457461183755697
2016/17,O4,408.21942071264846,423.59999999999997,163.79322851776445,455.1493634016254
2017/18,O1,0,0,NA,-16.88230235624519
2017/18,O4,99.2501102779003,100,56.63644663613744,94.19546510520121
2018/19,O4,151.94042553191488,171.31666666666666,69.14707954069162,166.60033305059005
2019/20,O4,191.00364385297846,182.65,78.63093603652806,200.3730719658916
