Season,ghl,mt_wt,rnd_wt,dredge_hrs,number_hauls,mw_cpue,rw_cpue
2009/10,15000,15005,233227,338.63,220,44.310899802143936,688.7369695537902
2010/11,8400,8445.01,133501.6,161.27,101,52.36566007316922,827.8142245922986
2011/12,8400,8460,134128.7,161.69,91,52.322345228523716,829.5423340961099
