Season,round_weight,discard_lb,discard_num,discard_ratio,discard_rate_lb,discard_rate_num,discard_M_lbs,discard_M_num
2018/19,5776.1,105.88548864758145,47.06021717670287,0.01833165780502094,1.7769002961500495,0.7897334649555776,21.17709772951629,9.412043435340575
