Season,round_weight,discard_lb,discard_num,discard_ratio,discard_rate_lb,discard_rate_num,discard_M_lbs,discard_M_num
2009/10,595601.7999999999,53899.87381404174,72230.37942337409,0.09049649247876979,42.28336495888678,56.66327726136051,10779.97476280835,14446.07588467482
2010/11,547301.7,71701.79565677965,109024.01166902727,0.13100963446080957,73.8029661016949,112.21888327589191,14340.35913135593,21804.802333805455
2011/12,529235.2000000001,30971.27597955707,34435.81203861442,0.058520816415002376,31.47359454855196,34.994321408290745,6194.255195911414,6887.162407722884
2012/13,564786.6,37899.34471955533,10459.987342323759,0.06710383128699465,40.20212228398181,11.095539865839017,7579.868943911067,2091.997468464752
2013/14,561032.8,21107.57081845007,5926.714630130385,0.03762270373220615,19.436247864575243,5.457430206659716,4221.514163690014,1185.342926026077
2014/15,227196.2,7960.725083364208,2403.788625416821,0.03503898869507592,15.153760652093366,4.575768803260466,1592.1450166728418,480.7577250833642
2015/16,107336.5,4626.295622233154,4096.278120504314,0.043100861517127484,15.076242006886377,13.349012971727543,925.2591244466308,819.2556241008629
2016/17,108190.6,6670.842523158358,8458.628319364798,0.06165824501535584,24.261138067931185,30.763123070136743,1334.1685046316716,1691.7256638729596
2017/18,105667.5,3905.580856812042,2099.2497105364723,0.03696104153890309,12.350443844075647,6.63836356619066,781.1161713624084,419.8499421072945
2018/19,125978.09999999999,3746.433566433566,4429.993375046006,0.029738768614811353,10.489510489510488,12.403386087596614,749.2867132867132,885.9986750092012
2019/20,106177.2,6139.482867837604,4972.560610423265,0.057822987118115794,16.815433342931183,13.619349265764468,1227.8965735675208,994.512122084653
