Season,round_weight,discard_lb,discard_num,discard_ratio,discard_rate_lb,discard_rate_num,discard_M_lbs,discard_M_num
2009/10,62241.2,3753.8804990151016,4035.4215364412344,0.060311827198304364,23.637557452396585,25.41037426132633,750.7760998030203,807.0843072882469
2011/12,348142.4,16772.18966334756,12567.196243476945,0.048176233815092784,36.88952110004742,27.640866237357464,3354.437932669512,2513.4392486953893
2012/13,261317.9,15596.406568832985,15186.514149152748,0.059683651861709375,23.24248777078966,22.631647093502153,3119.281313766597,3037.30282983055
2013/14,241692.2,13153.86186240697,6230.247788153034,0.05442402304421479,24.995461971319656,11.838950666324054,2630.772372481394,1246.0495576306068
2014/15,352196.1,8023.464852607709,2724.7921390778533,0.02278124275824664,14.467120181405894,4.91307634164777,1604.6929705215418,544.9584278155706
2015/16,208140.1,6464.834042553191,5641.764893617021,0.031060012186758777,22.97872340425532,20.0531914893617,1292.9668085106382,1128.3529787234042
2016/17,503045.7,23754.0342821525,84429.02748712839,0.04722043003677896,53.00228547683357,188.38616481943993,4750.8068564305,16885.805497425677
2017/18,384891,80874.38297872338,296105.5499696493,0.21012282173062863,214.36170212765956,784.8429547541596,16174.876595744678,59221.10999392986
2018/19,398928.3,95189.07209499575,196183.69174008904,0.23861198138862486,210.0932994062765,433.00011419636496,19037.81441899915,39236.73834801781
2019/20,450976.5,86987.64128752708,212172.89324434396,0.1928873040779887,136.8461776539771,333.783615839197,17397.528257505415,42434.578648868795
