Season,nom_cpue,nom_cpue_median,nom_cpue_sd,std_cpue
2009/10,528.4689455946076,363.3333333333333,362.39724140024015,258.3238763234383
2010/11,505.5339805825242,475.3293413173653,345.32601054638644,665.9889368256436
2011/12,592.8461638660935,530.2850299401198,344.0085578609678,740.2986060123732
2012/13,587.7862595419848,622.2,367.23138831992594,646.4799608598299
2013/14,798.0590868397493,799.025,183.72053604659052,779.5227384130628
2014/15,563.2124846667575,541.6,164.74821551873694,580.0591294544545
2015/16,288.4332737943353,296.8263473053892,130.71131417744758,299.1724362102568
2016/17,376.16071428571433,388.26666666666665,217.4152432817953,453.16068096982934
2017/18,92.74525968672712,83.33333333333334,64.07469907164025,92.44939764926377
2018/19,151.94042553191488,171.31666666666666,69.14707954069162,166.60033305059005
2019/20,189.2198256080771,182.65,79.2251666006382,216.93002067394804
