Season,Bed,nom_cpue,nom_cpue_median,nom_cpue_sd,std_cpue
2009/10,KNE2,969.6681661506107,814.55,425.0223126152861,1171.8839247686992
2009/10,KNE3,532.6017082709106,488.75,238.34802833537321,579.938300287531
2009/10,KNE4,512.8872633390706,508.9020491803278,196.9666222961622,510.62784393365564
2009/10,KNE5,592.7113685216145,543.05,158.96284498839333,600.0829972745682
2009/10,KNE6,683.4903568308581,651.65,263.2901613592443,696.3386763347333
2010/11,KNE2,935.2081675948024,794.75,481.4055949039344,1085.1481901760988
2010/11,KNE3,460.5421478060046,423.8666666666666,191.30076023373218,459.41157186866064
2010/11,KNE4,435.47286617492097,463.224043715847,202.20124718592183,430.68965890950585
2010/11,KNE5,189.91221653255303,229.59999999999997,106.5622935989528,195.58113976748984
2010/11,KNE6,702.4519802515406,688.75,207.9971929301387,713.8427193477597
2011/12,KNE1,576.6769230769231,581.9666666666667,326.0900418709645,638.4990537855659
2011/12,KNE2,808.12817760705,718.9,424.82969446345027,901.0357591439913
2011/12,KNE3,356.65077765369216,342.3333333333333,166.12563921268872,443.2167689340101
2011/12,KNE6,1024.276271471876,1026.95,310.061408744448,1032.5123439981342
2012/13,KNE1,474.65340606705695,463.4333333333334,254.8373493989595,518.006051880328
2012/13,KNE2,520.8528854561351,496.5,226.45490818661264,585.3896698446936
2012/13,KNE5,408.75360646278125,397.2,183.63103490724808,472.3301243391368
2012/13,KNE6,825.3699871139054,844.1,321.0970978585139,876.7245181391896
2013/14,KNE1,373.04315966879165,406.4666666666667,151.67055669301027,422.07913290494685
2013/14,KNE2,754.9326449753872,694.7863247863248,557.5045076812264,765.9554648784156
2013/14,KNE3,336.2679150162046,312.62360614348836,133.41260527020538,314.40378471092
2013/14,KNE4,166.92857142857142,152.09580838323353,37.758018137999834,162.722591835652
2013/14,KNE5,371.6050239400458,365.0898203592815,89.03758022246923,372.2891171933504
2013/14,KNE6,699.5243217401696,677.4,227.25113777445426,718.9860957476831
2014/15,KNE2,888.0703317157482,885.25,385.4412568421024,707.5488753019083
2015/16,KNE1,48.170347003154575,47.44570858283433,19.10938433771885,40.44137509055463
2015/16,KNE2,512.8235169041037,458.05,260.8515732577619,424.6494491980915
2015/16,KNE3,460.79843932263384,426.6467065868264,223.07575726710783,466.1713625744785
2015/16,KNE5,22.804659498207887,0,31.30656013302563,-6.512618162230751
2015/16,KNE6,566.3996245357711,534.35,199.8052518292663,552.8820081087324
2016/17,KNE1,213.0338696550429,222.7858283433134,116.2907749051072,225.34568364580568
2016/17,KNE2,292.07405767771314,271.07784431137725,209.8941571229886,261.00927042245604
2016/17,KNE3,164.96943327642234,176.05,90.49296891459102,170.17460885500049
2016/17,KNE4,78.22222222222223,54.67391304347826,75.44528643856569,85.97045711562521
2016/17,KNE5,0,0,0,-0.3078045357859196
2016/17,KNE6,332.11831827419866,352.1,150.6137364455915,379.77102219804885
2017/18,KNE2,295.5674869500373,344.52095808383234,153.68765541015776,234.64832606315846
2017/18,KNE3,99.26430517711172,97.15,59.415491728990844,77.33720826628863
2017/18,KNE5,174.49101796407186,174.49101796407186,0,166.16928565432426
2017/18,KNE6,427.11969427129713,407.185628742515,151.45050174498598,451.4692715759883
2018/19,KNE2,471.35,471.35,NA,396.07051930923194
2018/19,KNE3,191.08558558558562,188.1437125748503,86.96436231439722,206.2626776946857
2018/19,KNE5,2060.4100388829975,2195.2095808383233,437.02875827798124,2192.028933143006
2018/19,KNE6,426.5264423076923,406.37969924812035,159.4279729639992,435.55485102402884
2019/20,KNE5,885.0817519990453,859.9,452.3436914729002,861.6123367067279
2019/20,KNE6,448.98532227185706,451.6666666666667,183.7889717466325,509.49641574135313
