Season,ghl,mt_wt,rnd_wt,dredge_hrs,number_hauls,mw_cpue,rw_cpue
2009/10,5000,4979.9800000000005,77570.7,86.99,59,57.24772962409473,891.7197379009082
2016/17,6300,6360.0199999999995,102506,112.26,63,56.65437377516479,913.1124176019953
2017/18,6300,6329.98,88327.8,102.28,55,61.888736800938595,863.5881892843175
2018/19,6300,6419.96,85467,132.87,87,48.31760367276285,643.2377511853691
