Fishery,District,Haul_ID,ADFG,Rtnd_Disc,Shell_Height,Shell_Num
"DS13","YAK","DS13040924201307130002",40924,"R",135,1
"DS13","YAK","DS13040924201307130002",40924,"R",133,2
"DS13","YAK","DS13040924201307130002",40924,"R",131,3
"DS13","YAK","DS13040924201307130002",40924,"R",130,4
"DS13","YAK","DS13040924201307130002",40924,"R",127,5
"DS13","YAK","DS13040924201307130002",40924,"R",123,6
"DS13","YAK","DS13040924201307130002",40924,"R",126,7
"DS13","YAK","DS13040924201307130002",40924,"R",113,8
"DS13","YAK","DS13040924201307130002",40924,"R",146,9
"DS13","YAK","DS13040924201307130002",40924,"R",106,10
"DS13","YAK","DS13040924201307130002",40924,"R",135,11
"DS13","YAK","DS13040924201307130002",40924,"R",120,12
"DS13","YAK","DS13040924201307130002",40924,"R",127,13
"DS13","YAK","DS13040924201307130002",40924,"R",119,14
"DS13","YAK","DS13040924201307130002",40924,"R",123,15
"DS13","YAK","DS13040924201307130002",40924,"R",134,16
"DS13","YAK","DS13040924201307130002",40924,"R",123,17
"DS13","YAK","DS13040924201307130002",40924,"R",126,18
"DS13","YAK","DS13040924201307130002",40924,"R",119,19
"DS13","YAK","DS13040924201307130002",40924,"R",107,20
"DS13","YAK","DS13040924201307130002",40924,"D",87,41
"DS13","YAK","DS13040924201307130002",40924,"D",94,42
"DS13","YAK","DS13040924201307130002",40924,"D",102,43
"DS13","YAK","DS13040924201307130002",40924,"D",119,44
"DS13","YAK","DS13040924201307130002",40924,"D",114,45
"DS13","YAK","DS13040924201307130002",40924,"D",86,46
"DS13","YAK","DS13040924201307130002",40924,"D",86,47
"DS13","YAK","DS13040924201307130002",40924,"D",69,48
"DS13","YAK","DS13040924201307130002",40924,"D",64,49
"DS13","YAK","DS13040924201307130004",40924,"R",130,1
"DS13","YAK","DS13040924201307130004",40924,"R",141,2
"DS13","YAK","DS13040924201307130004",40924,"R",150,3
"DS13","YAK","DS13040924201307130004",40924,"R",149,4
"DS13","YAK","DS13040924201307130004",40924,"R",145,5
"DS13","YAK","DS13040924201307130004",40924,"R",141,6
"DS13","YAK","DS13040924201307130004",40924,"R",138,7
"DS13","YAK","DS13040924201307130004",40924,"R",152,8
"DS13","YAK","DS13040924201307130004",40924,"R",139,9
"DS13","YAK","DS13040924201307130004",40924,"R",143,10
