Fishery,District,Haul_ID,ADFG,Rtnd_Disc,Shell_Height,Shell_Num
"DS16","YAK","DS16000303201607310009",303,"R",147,1
"DS16","YAK","DS16000303201607310009",303,"R",153,2
"DS16","YAK","DS16000303201607310009",303,"R",145,3
"DS16","YAK","DS16000303201607310009",303,"R",153,4
"DS16","YAK","DS16000303201607310009",303,"R",146,5
"DS16","YAK","DS16000303201607310009",303,"R",114,6
"DS16","YAK","DS16000303201607310009",303,"R",148,7
"DS16","YAK","DS16000303201607310009",303,"R",140,8
"DS16","YAK","DS16000303201607310009",303,"R",156,9
"DS16","YAK","DS16000303201607310009",303,"R",141,10
"DS16","YAK","DS16000303201607310009",303,"R",150,11
"DS16","YAK","DS16000303201607310009",303,"R",137,12
"DS16","YAK","DS16000303201607310009",303,"R",138,13
"DS16","YAK","DS16000303201607310009",303,"R",156,14
"DS16","YAK","DS16000303201607310009",303,"R",150,15
"DS16","YAK","DS16000303201607310009",303,"R",150,16
"DS16","YAK","DS16000303201607310009",303,"R",129,17
"DS16","YAK","DS16000303201607310009",303,"R",146,18
"DS16","YAK","DS16000303201607310009",303,"R",131,19
"DS16","YAK","DS16000303201607310009",303,"R",148,20
"DS16","YAK","DS16000303201607310009",303,"D",110,41
"DS16","YAK","DS16000303201607310009",303,"D",110,42
"DS16","YAK","DS16000303201607310009",303,"D",105,43
"DS16","YAK","DS16000303201607310009",303,"D",111,44
"DS16","YAK","DS16000303201607310009",303,"D",107,45
"DS16","YAK","DS16000303201607310009",303,"D",110,46
"DS16","YAK","DS16000303201607310009",303,"D",115,47
"DS16","YAK","DS16000303201607310011",303,"R",146,1
"DS16","YAK","DS16000303201607310011",303,"R",131,2
"DS16","YAK","DS16000303201607310011",303,"R",146,3
"DS16","YAK","DS16000303201607310011",303,"R",158,4
"DS16","YAK","DS16000303201607310011",303,"R",147,5
"DS16","YAK","DS16000303201607310011",303,"R",136,6
"DS16","YAK","DS16000303201607310011",303,"R",144,7
"DS16","YAK","DS16000303201607310011",303,"R",137,8
"DS16","YAK","DS16000303201607310011",303,"R",157,9
"DS16","YAK","DS16000303201607310011",303,"R",148,10
"DS16","YAK","DS16000303201607310011",303,"R",148,11
"DS16","YAK","DS16000303201607310011",303,"R",160,12
"DS16","YAK","DS16000303201607310011",303,"R",154,13
"DS16","YAK","DS16000303201607310011",303,"R",156,14
"DS16","YAK","DS16000303201607310011",303,"R",135,15
"DS16","YAK","DS16000303201607310011",303,"R",156,16
"DS16","YAK","DS16000303201607310011",303,"R",145,17
"DS16","YAK","DS16000303201607310011",303,"R",148,18
"DS16","YAK","DS16000303201607310011",303,"R",155,19
"DS16","YAK","DS16000303201607310011",303,"R",153,20
"DS16","YAK","DS16000303201607310011",303,"D",118,41
"DS16","YAK","DS16000303201607310011",303,"D",116,42
"DS16","YAK","DS16000303201607310011",303,"D",110,43
"DS16","YAK","DS16000303201607310011",303,"D",100,44
"DS16","YAK","DS16000303201607310011",303,"D",109,45
"DS16","YAK","DS16000303201607310011",303,"D",114,46
"DS16","YAK","DS16000303201607310011",303,"D",110,47
"DS16","YAK","DS16000303201607310011",303,"D",118,48
"DS16","YAK","DS16000303201607310011",303,"D",116,49
"DS16","YAK","DS16000303201607310011",303,"D",117,50
"DS16","YAK","DS16000303201607310011",303,"D",117,51
"DS16","YAK","DS16000303201607310011",303,"D",100,52
"DS16","YAK","DS16000303201607310011",303,"D",118,53
"DS16","YAK","DS16000303201607310011",303,"D",114,54
"DS16","YAK","DS16000303201607310011",303,"D",132,55
"DS16","YAK","DS16000303201607310011",303,"D",112,56
"DS16","YAK","DS16000303201607310011",303,"D",120,57
"DS16","YAK","DS16000303201607310011",303,"D",115,58
